category,percentage,sna,cumulative_percentage
restaurant,45.49180327868852,捷運北投站,45.49180327868852
drinking_water,5.942622950819672,捷運北投站,51.43442622950819
parking,5.532786885245901,捷運北投站,56.96721311475409
place_of_worship,4.918032786885246,捷運北投站,61.885245901639344
cafe,4.918032786885246,捷運北投站,66.80327868852459
restaurant,37.71377137713771,捷運古亭站(8號出口),37.713771377137704
cafe,10.261026102610261,捷運古亭站(8號出口),47.974797479747956
drinking_water,5.0405040504050405,捷運古亭站(8號出口),53.01530153015299
bank,4.32043204320432,捷運古亭站(8號出口),57.33573357335732
parking,4.05040504050405,捷運古亭站(8號出口),61.38613861386136
restaurant,33.33333333333333,辛亥復興路口西北側,33.33333333333333
bicycle_rental,10.196078431372548,辛亥復興路口西北側,43.52941176470588
cafe,7.0588235294117645,辛亥復興路口西北側,50.58823529411763
parking,4.705882352941177,辛亥復興路口西北側,55.29411764705882
drinking_water,3.823529411764706,辛亥復興路口西北側,59.11764705882352
restaurant,34.2668863261944,臺大共同教室北側,34.266886326194395
bicycle_rental,9.14332784184514,臺大共同教室北側,43.41021416803954
cafe,9.060955518945635,臺大共同教室北側,52.47116968698518
parking,4.85996705107084,臺大共同教室北側,57.33113673805601
drinking_water,4.7775947281713345,臺大共同教室北側,62.10873146622734
restaurant,29.150326797385624,基隆長興路口東側,29.150326797385617
bicycle_rental,12.026143790849673,基隆長興路口東側,41.17647058823529
parking,6.0130718954248366,基隆長興路口東側,47.18954248366013
drinking_water,5.751633986928105,基隆長興路口東側,52.94117647058824
cafe,5.228758169934641,基隆長興路口東側,58.16993464052287
restaurant,35.739313244569026,新生南路三段66號前,35.73931324456904
cafe,10.2312543798178,新生南路三段66號前,45.97056762438684
bicycle_rental,7.077785564120533,新生南路三段66號前,53.04835318850737
drinking_water,5.045550105115628,新生南路三段66號前,58.09390329362301
parking,3.9943938332165385,新生南路三段66號前,62.08829712683954
restaurant,44.36701509872242,捷運南京三民站(4號出口),44.36701509872242
cafe,7.200929152148665,捷運南京三民站(4號出口),51.567944250871086
bank,6.2717770034843205,捷運南京三民站(4號出口),57.83972125435541
bicycle_rental,4.761904761904762,捷運南京三民站(4號出口),62.60162601626017
parking,3.7166085946573753,捷運南京三民站(4號出口),66.31823461091754
restaurant,48.69626497533474,捷運行天宮站(3號出口),48.69626497533473
cafe,7.751937984496124,捷運行天宮站(3號出口),56.44820295983085
bank,6.13107822410148,捷運行天宮站(3號出口),62.57928118393232
bicycle_rental,4.439746300211417,捷運行天宮站(3號出口),67.01902748414375
parking,3.875968992248062,捷運行天宮站(3號出口),70.8949964763918
restaurant,32.46636771300449,臺大社會系館南側,32.46636771300449
bicycle_rental,9.955156950672645,臺大社會系館南側,42.42152466367713
cafe,7.354260089686099,臺大社會系館南側,49.77578475336323
parking,4.394618834080718,臺大社會系館南側,54.17040358744395
drinking_water,4.394618834080718,臺大社會系館南側,58.565022421524674
restaurant,39.77635782747604,捷運劍潭站(2號出口),39.77635782747605
shelter,5.7507987220447285,捷運劍潭站(2號出口),45.527156549520775
place_of_worship,5.5910543130990416,捷運劍潭站(2號出口),51.11821086261982
parking,4.472843450479233,捷運劍潭站(2號出口),55.59105431309905
bicycle_rental,4.313099041533546,捷運劍潭站(2號出口),59.9041533546326
restaurant,35.886214442013134,臺大樂學館東側,35.886214442013134
cafe,9.555069292487236,臺大樂學館東側,45.44128373450037
bicycle_rental,8.023340627279358,臺大樂學館東側,53.46462436177972
parking,4.3763676148796495,臺大樂學館東側,57.840991976659375
drinking_water,3.8657913931436907,臺大樂學館東側,61.70678336980306
restaurant,44.971098265895954,捷運南京三民站(1號出口),44.971098265895954
cafe,7.514450867052023,捷運南京三民站(1號出口),52.48554913294798
bank,6.127167630057803,捷運南京三民站(1號出口),58.61271676300579
bicycle_rental,4.855491329479769,捷運南京三民站(1號出口),63.468208092485554
fast_food,3.352601156069364,捷運南京三民站(1號出口),66.82080924855492
restaurant,40.85027726432532,捷運西門站(2號出口),40.85027726432532
cafe,8.810844115834874,捷運西門站(2號出口),49.661121380160196
bank,4.3746149106592735,捷運西門站(2號出口),54.03573629081947
drinking_water,3.203943314849045,捷運西門站(2號出口),57.23967960566851
fast_food,3.080714725816389,捷運西門站(2號出口),60.320394331484906
restaurant,42.09989806320081,松仁路121巷口,42.09989806320083
cafe,7.339449541284404,松仁路121巷口,49.43934760448524
drinking_water,7.339449541284404,松仁路121巷口,56.778797145769644
bank,6.014271151885831,松仁路121巷口,62.79306829765549
bicycle_rental,4.689092762487258,松仁路121巷口,67.48216106014274
restaurant,29.375,臺灣科技大學側門,29.375000000000007
bicycle_rental,9.270833333333334,臺灣科技大學側門,38.64583333333334
cafe,6.354166666666666,臺灣科技大學側門,45.00000000000001
drinking_water,6.041666666666667,臺灣科技大學側門,51.04166666666667
parking,5.104166666666667,臺灣科技大學側門,56.14583333333334
restaurant,31.137724550898206,捷運中正紀念堂站(3號出口),31.1377245508982
drinking_water,6.986027944111776,捷運中正紀念堂站(3號出口),38.123752495009974
cafe,6.58682634730539,捷運中正紀念堂站(3號出口),44.710578842315364
parking,5.788423153692615,捷運中正紀念堂站(3號出口),50.499001996007976
bicycle_rental,4.990019960079841,捷運中正紀念堂站(3號出口),55.48902195608781
restaurant,26.235294117647058,公館公園,26.235294117647058
bicycle_rental,8.352941176470589,公館公園,34.588235294117645
parking,5.764705882352941,公館公園,40.35294117647059
drinking_water,5.764705882352941,公館公園,46.11764705882353
cafe,5.0588235294117645,公館公園,51.17647058823529
restaurant,38.34061135371179,捷運古亭站(9號出口),38.340611353711786
cafe,10.480349344978166,捷運古亭站(9號出口),48.820960698689944
drinking_water,4.8034934497816595,捷運古亭站(9號出口),53.6244541484716
bank,4.541484716157205,捷運古亭站(9號出口),58.16593886462881
parking,4.192139737991266,捷運古亭站(9號出口),62.35807860262008
restaurant,46.24203821656051,龍門廣場,46.2420382165605
parking_space,9.681528662420384,龍門廣場,55.92356687898088
cafe,8.471337579617835,龍門廣場,64.39490445859872
bank,6.305732484076433,龍門廣場,70.70063694267516
bicycle_rental,3.5031847133757963,龍門廣場,74.20382165605095
restaurant,36.55234657039711,復興南路二段273號前,36.55234657039711
cafe,8.12274368231047,復興南路二段273號前,44.67509025270758
bicycle_rental,7.310469314079422,復興南路二段273號前,51.985559566786996
bank,4.693140794223827,復興南路二段273號前,56.678700361010826
parking,4.512635379061372,復興南路二段273號前,61.1913357400722
restaurant,46.328928046989724,捷運國父紀念館站(2號出口),46.328928046989724
cafe,7.415565345080763,捷運國父紀念館站(2號出口),53.74449339207049
bank,6.607929515418502,捷運國父紀念館站(2號出口),60.352422907488986
parking_entrance,3.5976505139500734,捷運國父紀念館站(2號出口),63.95007342143907
bicycle_rental,3.524229074889868,捷運國父紀念館站(2號出口),67.47430249632893
restaurant,33.171912832929785,羅斯福路三段311號前,33.171912832929785
cafe,10.250201775625504,羅斯福路三段311號前,43.42211460855529
bicycle_rental,6.779661016949152,羅斯福路三段311號前,50.20177562550444
bench,5.246166263115415,羅斯福路三段311號前,55.44794188861986
drinking_water,4.600484261501211,羅斯福路三段311號前,60.04842615012106
restaurant,37.72943575798776,臺大天文數學館南側,37.72943575798775
cafe,9.993201903467028,臺大天文數學館南側,47.722637661454776
bicycle_rental,7.273963290278722,臺大天文數學館南側,54.9966009517335
parking,3.399048266485384,臺大天文數學館南側,58.39564921821888
drinking_water,3.331067301155676,臺大天文數學館南側,61.726716519374556
restaurant,34.15094339622641,國北教大實小東側門,34.15094339622641
bicycle_rental,8.39622641509434,國北教大實小東側門,42.54716981132076
cafe,8.30188679245283,國北教大實小東側門,50.849056603773576
parking,4.150943396226415,國北教大實小東側門,55.00000000000001
drinking_water,3.490566037735849,國北教大實小東側門,58.490566037735846
restaurant,39.78365384615385,捷運西門站(3號出口),39.78365384615384
cafe,8.653846153846153,捷運西門站(3號出口),48.437499999999986
bank,4.266826923076923,捷運西門站(3號出口),52.704326923076906
parking_space,3.245192307692308,捷運西門站(3號出口),55.949519230769205
drinking_water,3.1850961538461537,捷運西門站(3號出口),59.134615384615365
restaurant,41.796200345423145,捷運台北101/世貿站(2號出口),41.79620034542315
drinking_water,6.90846286701209,捷運台北101/世貿站(2號出口),48.70466321243524
bank,6.7357512953367875,捷運台北101/世貿站(2號出口),55.440414507772026
cafe,5.699481865284974,捷運台北101/世貿站(2號出口),61.13989637305701
bicycle_rental,4.922279792746114,捷運台北101/世貿站(2號出口),66.06217616580312
restaurant,43.42937456078707,捷運信義安和站(2號出口),43.429374560787075
bank,8.432888264230499,捷運信義安和站(2號出口),51.86226282501757
cafe,7.730147575544624,捷運信義安和站(2號出口),59.59241040056219
parking_space,7.027406886858749,捷運信義安和站(2號出口),66.61981728742096
bicycle_rental,4.567814476458187,捷運信義安和站(2號出口),71.18763176387914
restaurant,33.98963730569948,臺大國青大樓宿舍前,33.989637305699475
bicycle_rental,9.844559585492227,臺大國青大樓宿舍前,43.8341968911917
cafe,6.424870466321243,臺大國青大樓宿舍前,50.25906735751294
parking,4.870466321243523,臺大國青大樓宿舍前,55.129533678756474
drinking_water,4.5595854922279795,臺大國青大樓宿舍前,59.68911917098445
restaurant,34.21276595744681,臺大鹿鳴堂東側,34.212765957446805
bicycle_rental,8.936170212765958,臺大鹿鳴堂東側,43.148936170212764
cafe,8.851063829787234,臺大鹿鳴堂東側,52.0
parking,4.851063829787234,臺大鹿鳴堂東側,56.85106382978724
drinking_water,4.680851063829787,臺大鹿鳴堂東側,61.53191489361702
restaurant,46.370235934664244,捷運小巨蛋站(5號出口),46.37023593466425
cafe,8.52994555353902,捷運小巨蛋站(5號出口),54.90018148820327
bank,8.166969147005444,捷運小巨蛋站(5號出口),63.067150635208726
drinking_water,3.901996370235935,捷運小巨蛋站(5號出口),66.96914700544467
bicycle_rental,3.901996370235935,捷運小巨蛋站(5號出口),70.8711433756806
restaurant,31.8552036199095,捷運景美站(2號出口),31.855203619909506
bench,7.601809954751131,捷運景美站(2號出口),39.457013574660635
parking_entrance,5.791855203619909,捷運景美站(2號出口),45.248868778280546
place_of_worship,5.339366515837104,捷運景美站(2號出口),50.58823529411766
clinic,4.343891402714932,捷運景美站(2號出口),54.93212669683258
restaurant,46.94444444444444,捷運南京復興站(7號出口),46.94444444444445
cafe,10.277777777777777,捷運南京復興站(7號出口),57.22222222222223
bank,8.61111111111111,捷運南京復興站(7號出口),65.83333333333333
bicycle_rental,3.4722222222222223,捷運南京復興站(7號出口),69.30555555555557
drinking_water,2.986111111111111,捷運南京復興站(7號出口),72.29166666666667
restaurant,36.56488549618321,臺大心理系館南側,36.56488549618322
cafe,9.389312977099237,臺大心理系館南側,45.95419847328246
