,借車站,還車站,路線次數,reverse,difference,lat_start,lng_start,lat_end,lng_end
0,一壽橋,臺北市立景美女中,1,37,36,24.97837,121.55548,24.98058,121.55624
1,一江公園,中原公園,25,0,25,25.05316,121.53146,25.05583,121.52821
2,一江公園,仁德公園,13,0,13,25.05316,121.53146,25.05337,121.5289
3,一江公園,新生長春路口(東北側),10,0,10,25.05316,121.53146,25.05532,121.52769
4,一江公園,長春一江街口,14,2,12,25.05316,121.53146,25.05488,121.53142
5,三張犁,信義基隆路口,2,24,22,25.03452,121.5576,25.03321,121.55873
6,三張犁,信義延吉街口,1,15,14,25.03452,121.5576,25.03318,121.55725
7,三張犁,信義敦化路口,1,15,14,25.03452,121.5576,25.03333,121.54977
8,三張犁,僑安地下停車場(2號出口)東南側,6,35,29,25.03452,121.5576,25.0391,121.5569
9,三張犁,市府松壽路口,2,15,13,25.03452,121.5576,25.03627,121.56383
10,三張犁,市府松高路口,7,19,12,25.03452,121.5576,25.03899,121.56369
11,三張犁,忠孝東路四段248巷口,1,14,13,25.03452,121.5576,25.04132,121.55393
12,三張犁,捷運信義安和站(1號出口),8,243,235,25.03452,121.5576,25.03331,121.55265
13,三張犁,捷運信義安和站(4號出口),7,145,138,25.03452,121.5576,25.03305,121.55378
14,三張犁,捷運台北101/世貿站(2號出口),1,13,12,25.03452,121.5576,25.0327,121.56157
15,三張犁,捷運國父紀念館站(2號出口),15,495,480,25.03452,121.5576,25.04122,121.55745
16,三張犁,捷運國父紀念館站(5號出口),1,25,24,25.03452,121.5576,25.04206,121.55792
17,三張犁,捷運大安站(4號出口),1,28,27,25.03452,121.5576,25.0332,121.5439
18,三民公園,南京東興路口,1,18,17,25.061287,121.56668,25.05149,121.56535
19,三民公園,捷運南京三民站(2號出口),1,12,11,25.061287,121.56668,25.05136,121.56283
20,三民公園(塔悠路),捷運南京三民站(1號出口),1,40,39,25.06241,121.56831,25.05155,121.5636
21,三民國小(撫遠街),捷運南京三民站(1號出口),1,22,21,25.06457,121.56458,25.05155,121.5636
22,三民路166巷口,捷運中山國中站,2,19,17,25.0619,121.56328,25.06106,121.54406
23,三民路166巷口,捷運南京三民站(1號出口),9,85,76,25.0619,121.56328,25.05155,121.5636
24,三民路166巷口,捷運南京三民站(4號出口),1,17,16,25.0619,121.56328,25.05152,121.5646
25,三民路166巷口,敦北公園,2,36,34,25.0619,121.56328,25.06118,121.55098
26,三民路166巷口,民生活動中心,21,6,15,25.0619,121.56328,25.05907,121.56305
27,三民路166巷口,鵬程公園,12,0,12,25.0619,121.56328,25.05503,121.56876
28,三興公園,捷運六張犁站,2,48,46,25.02868,121.55932,25.02397,121.55266
29,三興公園,捷運台北101/世貿站(2號出口),3,285,282,25.02868,121.55932,25.0327,121.56157
30,三興國小,信義廣場(台北101),6,16,10,25.02969,121.55766,25.03306,121.5662
31,三興國小,基隆路二段159巷口,3,18,15,25.02969,121.55766,25.02561,121.55409
32,三興國小,捷運信義安和站(4號出口),6,77,71,25.02969,121.55766,25.03305,121.55378
33,三興國小,捷運六張犁站,1,130,129,25.02969,121.55766,25.02397,121.55266
34,三興國小,捷運台北101/世貿站(2號出口),9,311,302,25.02969,121.55766,25.0327,121.56157
35,三興國小,捷運台北101/世貿站(3號出口),1,13,12,25.02969,121.55766,25.03275,121.56337
36,三興國小,捷運國父紀念館站(2號出口),2,40,38,25.02969,121.55766,25.04122,121.55745
37,三興國小,捷運麟光站(2號出口),11,1,10,25.02969,121.55766,25.0181,121.55929
38,三興國小,景聯廣場,2,16,14,25.02969,121.55766,25.03214,121.55974
39,三興國小,象山公園,12,1,11,25.02969,121.55766,25.02863,121.56981
40,三軍總醫院,捷運文德站(2號出口),1,97,96,25.07151,121.58991,25.07842,121.58464
41,三軍總醫院,捷運昆陽站(1號出口),1,20,19,25.07151,121.58991,25.05014,121.59238
42,下埤公園,五常國中,1,13,12,25.06682,121.54213,25.06505,121.54366
43,下埤公園,捷運中山國中站,10,364,354,25.06682,121.54213,25.06106,121.54406
44,下埤公園,捷運行天宮站(3號出口),3,43,40,25.06682,121.54213,25.05992,121.5333
45,下灣公園(成功路),下灣公園,41,0,41,25.06682,121.5907,25.06516,121.59561
46,世新大學,仙跡岩登山口(景興路),7,20,13,24.98859,121.54336,24.99118,121.5436
47,世新大學,捷運景美站(2號出口),3,119,116,24.98859,121.54336,24.99366,121.54124
48,世新大學,景美醫院,1,26,25,24.98859,121.54336,24.99136,121.54008
49,世新大學,景行公園,8,118,110,24.98859,121.54336,24.99279,121.54255
50,世新大學,考試院,18,1,17,24.98859,121.54336,24.98747,121.54984
51,世紀經貿,瑞光路358巷口,11,0,11,25.08049,121.57361,25.07733,121.5727
52,世紀經貿,瑞湖陽光街口,12,0,12,25.08049,121.57361,25.07296,121.57603
53,世紀經貿,遠雄時代總部,14,0,14,25.08049,121.57361,25.07821,121.57103
54,世紀經貿,麗山國小,12,1,11,25.08049,121.57361,25.0826,121.57158
55,世貿三館,仁愛安和路口,32,2,30,25.03511,121.56369,25.03754,121.55285
56,世貿三館,仁愛延吉街口,66,1,65,25.03511,121.56369,25.03748,121.55564
57,世貿三館,市府松高路口,10,54,44,25.03511,121.56369,25.03899,121.56369
58,世貿三館,捷運台北101/世貿站(5號出口),3,22,19,25.03511,121.56369,25.03338,121.56333
59,世貿三館,松山高中,18,1,17,25.03511,121.56369,25.0433,121.5638
60,世貿三館,松智松壽路口,13,1,12,25.03511,121.56369,25.03607,121.56535
61,世貿三館,興雅松仁路口,4,19,15,25.03511,121.56369,25.0401,121.56822
62,世貿公園,南港展覽館2館,4,31,27,25.05831,121.61422,25.05545,121.61646
63,世貿公園,南港車站(市民大道),7,34,27,25.05831,121.61422,25.05326,121.60656
64,世貿公園,南港車站(興華路),6,16,10,25.05831,121.61422,25.05343,121.60633
65,世貿公園,捷運南港展覽館站(4號出口),1,20,19,25.05831,121.61422,25.05535,121.61838
66,世貿公園,捷運南港展覽館站(5號出口),7,101,94,25.05831,121.61422,25.05469,121.61669
67,世貿公園,東陽公園,15,0,15,25.05831,121.61422,25.05716,121.59792
68,世貿公園,育成高中,17,0,17,25.05831,121.61422,25.05853,121.60983
69,中429公園,敬業三樂群三路口(西北側),1,20,19,25.07864,121.55557,25.08272,121.55624
70,中全公園,信義廣場(台北101),1,15,14,25.0382,121.57495,25.03306,121.5662
71,中全公園,捷運松山站(3號出口),1,29,28,25.0382,121.57495,25.04962,121.57746
72,中全公園,捷運永春站(2號出口),2,180,178,25.0382,121.57495,25.0405,121.57538
73,中全公園,捷運象山站(3號出口),5,231,226,25.0382,121.57495,25.03295,121.5712
74,中全公園,松友公園,26,1,25,25.0382,121.57495,25.03423,121.57636
75,中全公園,松山車站,3,22,19,25.0382,121.57495,25.0489,121.57841
76,中全公園,松德站,10,0,10,25.0382,121.57495,25.03162,121.57396
77,中全公園,松德路200巷,17,7,10,25.0382,121.57495,25.03471,121.57301
78,中原公園,捷運中山站(2號出口),1,11,10,25.05583,121.52821,25.05228,121.52176
79,中原公園,捷運松江南京站(8號出口),2,68,66,25.05583,121.52821,25.05215,121.53276
80,中原公園,林森公園,1,14,13,25.05583,121.52821,25.05223,121.52581
81,中原民生路口,捷運中山國小站(2號出口),1,55,54,25.05808,121.52887,25.06246,121.52705
82,中原民生路口,捷運松江南京站(7號出口),1,20,19,25.05808,121.52887,25.05246,121.5332
83,中原民生路口,捷運行天宮站(1號出口),3,49,46,25.05808,121.52887,25.05867,121.53305
84,中原民生路口,捷運行天宮站(3號出口),3,18,15,25.05808,121.52887,25.05992,121.5333
85,中原民生路口,捷運雙連站(2號出口),3,23,20,25.05808,121.52887,25.05826,121.52063
86,中吉公園,捷運松江南京站(7號出口),1,40,39,25.05604,121.53166,25.05246,121.5332
87,中吉公園,松江民生路口,2,15,13,25.05604,121.53166,25.05765,121.53299
88,中吉公園(松江路188巷),捷運松江南京站(7號出口),1,11,10,25.0568,121.53191,25.05246,121.5332
89,中和綠地,捷運北投站(1號出口),4,135,131,25.1419,121.4989,25.13258,121.49862
90,中和綠地,捷運北投站(1號出口)(北投路側),1,23,22,25.1419,121.4989,25.13201,121.49817
91,中和綠地,捷運新北投站,1,24,23,25.1419,121.4989,25.13733,121.50339
92,中和街455巷11弄,捷運北投站(1號出口),1,57,56,25.14319,121.49621,25.13258,121.49862
93,中和街493巷9弄口,捷運復興崗站(1號出口),1,21,20,25.1439,121.49447,25.1378,121.4863
94,中國醫藥大學附設醫院臺北分院,內湖路三段326巷口,10,0,10,25.08227,121.5909,25.08968,121.58352
95,中國醫藥大學附設醫院臺北分院,成功金龍路口,2,20,18,25.08227,121.5909,25.08436,121.59478
96,中國醫藥大學附設醫院臺北分院,捷運內湖站(1號出口),11,220,209,25.08227,121.5909,25.08373,121.59406
97,中國醫藥大學附設醫院臺北分院,捷運內湖站(2號出口),2,21,19,25.08227,121.5909,25.0835,121.59454
98,中國醫藥大學附設醫院臺北分院,碧山公園,19,1,18,25.08227,121.5909,25.0878,121.59227
99,中國醫藥大學附設醫院臺北分院,貿七社區,30,0,30,25.08227,121.5909,25.08357,121.58534
100,中國醫藥大學附設醫院臺北分院,金瑞公園,13,0,13,25.08227,121.5909,25.08785,121.5879
101,中坡市民路口(東北側),忠孝東路六段225巷口,11,1,10,25.04969,121.58028,25.04919,121.58832
102,中坡市民路口(東北側),捷運後山埤站(1號出口),3,58,55,25.04969,121.58028,25.04437,121.58133
103,中央北路四段30巷口,捷運復興崗站(1號出口),9,220,211,25.13539,121.478,25.1378,121.4863
104,中央北路四段30巷口,捷運忠義站(1號出口),12,115,103,25.13539,121.478,25.13149,121.47365
105,中央北路四段540巷口,捷運忠義站(1號出口),2,31,29,25.12796,121.46782,25.13149,121.47365
106,中央北路四段540巷口,捷運關渡站(2號出口),2,87,85,25.12796,121.46782,25.12618,121.46737
107,中山中正路口,中山北路五段698巷口,15,2,13,25.09651,121.52753,25.09765,121.52757
108,中山中正路口,士林新天地,12,0,12,25.09651,121.52753,25.08899,121.51751
109,中山中正路口,士林運動中心,23,2,21,25.09651,121.52753,25.08911,121.52154
110,中山中正路口,志成公園,30,11,19,25.09651,121.52753,25.09667,121.53206
111,中山中正路口,捷運士林站(1號出口),37,105,68,25.09651,121.52753,25.09561,121.52552
112,中山中正路口,捷運士林站(2號出口),9,50,41,25.09651,121.52753,25.09343,121.52642
113,中山中正路口,捷運線型公園(後街),13,2,11,25.09651,121.52753,25.09812,121.52449
114,中山中正路口,福林國小,31,0,31,25.09651,121.52753,25.09896,121.53025
115,中山中正路口,雨農橋,30,0,30,25.09651,121.52753,25.10012,121.53253
116,中山公民會館,中山北路二段59巷口,10,0,10,25.06185,121.5226,25.05606,121.5229
117,中山公民會館,中山北路二段62巷口,12,2,10,25.06185,121.5226,25.05676,121.52268
118,中山公民會館,捷運中山站(3號出口),13,1,12,25.06185,121.5226,25.05236,121.52212
119,中山公民會館,捷運圓山站(1號出口),1,11,10,25.06185,121.5226,25.07133,121.52024
120,中山北路二段59巷口,台泥大樓,5,30,25,25.05606,121.5229,25.06142,121.52305
121,中山北路二段59巷口,捷運中山站(2號出口),3,31,28,25.05606,121.5229,25.05228,121.52176
122,中山北路二段59巷口,捷運中山站(3號出口),4,53,49,25.05606,121.5229,25.05236,121.52212
123,中山北路二段59巷口,捷運中山站(5號出口),2,32,30,25.05606,121.5229,25.05296,121.51938
124,中山北路二段59巷口,捷運雙連站(2號出口),14,63,49,25.05606,121.5229,25.05826,121.52063
125,中山北路二段59巷口,林森公園,2,44,42,25.05606,121.5229,25.05223,121.52581
126,中山北路二段59巷口,林森長春路口,24,8,16,25.05606,121.5229,25.05497,121.52536
127,中山北路二段62巷口,中山公民會館,2,12,10,25.05676,121.52268,25.06185,121.5226
128,中山北路二段62巷口,台泥大樓,4,14,10,25.05676,121.52268,25.06142,121.52305
129,中山北路二段62巷口,捷運中山國小站(2號出口),2,13,11,25.05676,121.52268,25.06246,121.52705
130,中山北路二段62巷口,捷運中山站(2號出口),6,16,10,25.05676,121.52268,25.05228,121.52176
131,中山北路二段62巷口,捷運圓山站(1號出口),1,12,11,25.05676,121.52268,25.07133,121.52024
132,中山北路二段62巷口,林森長春路口,18,2,16,25.05676,121.52268,25.05497,121.52536
133,中山北路五段698巷口,中山中正路口,2,15,13,25.09765,121.52757,25.09651,121.52753
134,中山北路五段698巷口,捷運士林站(1號出口),5,177,172,25.09765,121.52757,25.09561,121.52552
135,中山北路五段698巷口,捷運士林站(2號出口),2,149,147,25.09765,121.52757,25.09343,121.52642
136,中山北路五段698巷口,捷運線型公園(後街),19,2,17,25.09765,121.52757,25.09812,121.52449
137,中山北路五段698巷口,福林國小,35,1,34,25.09765,121.52757,25.09896,121.53025
138,中山北路五段698巷口,美崙公園,10,0,10,25.09765,121.52757,25.09677,121.51931
139,中山北路五段698巷口,至誠路一段305巷口,10,0,10,25.09765,121.52757,25.10186,121.53083
140,中山北路五段698巷口,雨農橋,39,1,38,25.09765,121.52757,25.10012,121.53253
141,中山堂,中華桂林路口,20,7,13,25.04412,121.51025,25.03771,121.50662
142,中山堂,捷運北門站(3號出口),5,30,25,25.04412,121.51025,25.04991,121.5104
143,中山堂,捷運臺大醫院站(4號出口),11,59,48,25.04412,121.51025,25.04297,121.51643
144,中山堂,捷運西門站(3號出口),7,36,29,25.04412,121.51025,25.04178,121.50869
145,中山堂,捷運西門站(5號出口),9,137,128,25.04412,121.51025,25.04244,121.50864
146,中山堂,西本願寺廣場,33,5,28,25.04412,121.51025,25.04099,121.50769
147,中山堂,開封西寧路口,18,1,17,25.04412,121.51025,25.04662,121.50717
148,中山天母路口,台北護理大學,8,51,43,25.11856,121.52964,25.11752,121.51662
149,中山天母路口,士林3號廣場,2,38,36,25.11856,121.52964,25.10459,121.52417
150,中山天母路口,天和公園,18,2,16,25.11856,121.52964,25.12011,121.53357
151,中山天母路口,德行公園,2,17,15,25.11856,121.52964,25.10585,121.52376
152,中山天母路口,捷運石牌站(2號出口),2,123,121,25.11856,121.52964,25.11451,121.51567
153,中山天母路口,捷運芝山站(2號出口),2,14,12,25.11856,121.52964,25.10364,121.52219
154,中山天母路口,捷運芝山站(2號出口)_1,6,201,195,25.11856,121.52964,25.10336,121.52263
155,中山天母路口,蘭雅國小,9,25,16,25.11856,121.52964,25.10775,121.52312
156,中山徐州路口,中山青島路口,3,18,15,25.04178,121.51907,25.04503,121.51968
157,中山徐州路口,南門國中,1,13,12,25.04178,121.51907,25.03543,121.50834
158,中山徐州路口,徐州杭州路口,15,4,11,25.04178,121.51907,25.04023,121.52565
159,中山徐州路口,捷運善導寺站(1號出口),1,17,16,25.04178,121.51907,25.04527,121.5222
160,中山徐州路口,捷運善導寺站(3號出口)(忠孝東路側),15,77,62,25.04178,121.51907,25.04467,121.52357
161,中山徐州路口,捷運臺大醫院站(4號出口),7,27,20,25.04178,121.51907,25.04297,121.51643
162,中山徐州路口,捷運西門站(3號出口),2,31,29,25.04178,121.51907,25.04178,121.50869
163,中山徐州路口,林森徐州路口,82,0,82,25.04178,121.51907,25.04094,121.52215
164,中山徐州路口,林森濟南路口(東北側),20,6,14,25.04178,121.51907,25.0425,121.5227
165,中山徐州路口,濟南紹興路口,17,1,16,25.04178,121.51907,25.04193,121.52459
166,中山徐州路口,紹興徐州路口,22,0,22,25.04178,121.51907,25.04051,121.52401
167,中山徐州路口,臺大醫院兒童醫院,13,45,32,25.04178,121.51907,25.04461,121.5188
168,中山民族路口,捷運圓山站(1號出口),8,281,273,25.06816,121.52265,25.07133,121.52024
169,中山民族路口,捷運圓山站(2號出口),2,12,10,25.06816,121.52265,25.07182,121.51929
170,中山民族路口,捷運民權西路站(3號出口),2,14,12,25.06816,121.52265,25.06129,121.52021
171,中山民族路口,撫順公園,8,50,42,25.06816,121.52265,25.06416,121.52203
172,中山民族路口,民族玉門街口,2,20,18,25.06816,121.52265,25.06873,121.52003
173,中山福國路口,芝山抽水站,19,0,19,25.10203,121.52561,25.10155,121.52832
174,中山行政中心,吉林路407巷口,17,1,16,25.06432,121.53349,25.06595,121.53041
175,中山行政中心,大佳社區公園,15,0,15,25.06432,121.53349,25.07275,121.5373
176,中山行政中心,市民新生路口,12,0,12,25.06432,121.53349,25.04611,121.53193
177,中山行政中心,建國農安街口,63,0,63,25.06432,121.53349,25.06503,121.53678
178,中山行政中心,捷運中山國中站,15,92,77,25.06432,121.53349,25.06106,121.54406
179,中山行政中心,捷運中山國小站(4號出口),3,62,59,25.06432,121.53349,25.06283,121.52697
180,中山行政中心,捷運松江南京站(7號出口),9,37,28,25.06432,121.53349,25.05246,121.5332
181,中山行政中心,捷運松江南京站(8號出口),3,13,10,25.06432,121.53349,25.05215,121.53276
182,中山行政中心,捷運行天宮站(1號出口),11,21,10,25.06432,121.53349,25.05867,121.53305
183,中山行政中心,捷運行天宮站(3號出口),34,729,695,25.06432,121.53349,25.05992,121.5333
184,中山行政中心,松江路431巷口,23,2,21,25.06432,121.53349,25.06585,121.53338
185,中山行政中心,榮星花園,12,1,11,25.06432,121.53349,25.06424,121.54037
186,中山行政中心,民權吉林路口,1,18,17,25.06432,121.53349,25.06269,121.53061
187,中山行政中心,永盛公園(民生東路一段23巷),13,1,12,25.06432,121.53349,25.05873,121.52488
188,中山行政中心,濱江街199巷口,24,0,24,25.06432,121.53349,25.0734,121.53985
189,中山行政中心,第二果菜批發市場,56,4,52,25.06432,121.53349,25.06642,121.53735
190,中山農安街口,圓山線形公園,1,11,10,25.0651,121.5224,25.06867,121.51993
191,中山農安街口,承德民權路口,4,23,19,25.0651,121.5224,25.06247,121.51839
192,中山農安街口,捷運中山國小站(4號出口),4,68,64,25.0651,121.5224,25.06283,121.52697
193,中山農安街口,捷運圓山站(1號出口),13,91,78,25.0651,121.5224,25.07133,121.52024
194,中山農安街口,捷運民權西路站(2號出口),1,28,27,25.0651,121.5224,25.06174,121.51969
195,中山農安街口,捷運民權西路站(3號出口),2,29,27,25.0651,121.5224,25.06129,121.52021
196,中山農安街口,民族玉門街口,4,14,10,25.0651,121.5224,25.06873,121.52003
197,中山農安街口,臺北市立美術館,3,14,11,25.0651,121.5224,25.06987,121.52291
198,中山青島路口,中山徐州路口,18,3,15,25.04503,121.51968,25.04178,121.51907
199,中山青島路口,中正運動中心,28,1,27,25.04503,121.51968,25.03786,121.51985
200,中山青島路口,仁愛金山路口(東南側),15,2,13,25.04503,121.51968,25.03811,121.52855
201,中山青島路口,信義大安路口(信維大樓),19,0,19,25.04503,121.51968,25.03317,121.54639
202,中山青島路口,捷運臺大醫院站(4號出口),2,20,18,25.04503,121.51968,25.04297,121.51643
203,中山青島路口,濟南紹興路口,21,0,21,25.04503,121.51968,25.04193,121.52459
204,中崙福成宮,忠孝東路四段49巷口,1,54,53,25.04524,121.54659,25.04172,121.54541
205,中崙福成宮,捷運南京復興站(5號出口),2,59,57,25.04524,121.54659,25.05168,121.54506
206,中崙福成宮,捷運忠孝敦化站(2號出口),2,13,11,25.04524,121.54659,25.04153,121.5524
207,中崙高中,捷運南京三民站(1號出口),2,39,37,25.04878,121.56087,25.05155,121.5636
208,中崙高中,捷運南京三民站(2號出口),21,401,380,25.04878,121.56087,25.05136,121.56283
209,中崙高中,捷運南京三民站(3號出口),6,22,16,25.04878,121.56087,25.05129,121.56426
210,中崙高中,捷運國父紀念館站(2號出口),3,15,12,25.04878,121.56087,25.04122,121.55745
211,中崙高中,捷運國父紀念館站(5號出口),3,22,19,25.04878,121.56087,25.04206,121.55792
212,中庸公園,捷運北投站(1號出口),4,227,223,25.13774,121.50142,25.13258,121.49862
213,中正基河路口,兒童新樂園,30,5,25,25.0933,121.51962,25.09631,121.51449
214,中正基河路口,前港公園(前港街),16,5,11,25.0933,121.51962,25.0848,121.52125
215,中正基河路口,士商路40巷口,17,1,16,25.0933,121.51962,25.09013,121.52054
216,中正基河路口,士林新天地,15,1,14,25.0933,121.51962,25.08899,121.51751
217,中正基河路口,士林運動中心,92,5,87,25.0933,121.51962,25.08911,121.52154
218,中正基河路口,士林高商,55,1,54,25.0933,121.51962,25.09435,121.51702
219,中正基河路口,捷運劍潭站(1號出口),5,156,151,25.0933,121.51962,25.08577,121.52531
220,中正基河路口,捷運劍潭站(2號出口),3,45,42,25.0933,121.51962,25.08388,121.52535
221,中正基河路口,捷運士林站(1號出口),10,138,128,25.0933,121.51962,25.09561,121.52552
222,中正基河路口,捷運士林站(2號出口),11,193,182,25.0933,121.51962,25.09343,121.52642
223,中正基河路口,百齡國小,55,3,52,25.0933,121.51962,25.08521,121.51918
224,中正基河路口,百齡高中,20,4,16,25.0933,121.51962,25.08736,121.52272
225,中正基河路口,福安消防分隊,11,0,11,25.0933,121.51962,25.09669,121.49706
226,中正基河路口,福港街停車場,19,1,18,25.0933,121.51962,25.08695,121.51901
227,中正基河路口,美崙公園,42,0,42,25.0933,121.51962,25.09677,121.51931
228,中正基河路口,臺北市立天文館,16,4,12,25.0933,121.51962,25.09598,121.51776
229,中正基河路口,華齡街185巷口,14,0,14,25.0933,121.51962,25.08828,121.51985
230,中正基河路口,陽明高中,27,4,23,25.0933,121.51962,25.09164,121.51706
231,中正運動中心,中山青島路口,1,28,27,25.03786,121.51985,25.04503,121.51968
232,中正運動中心,信義杭州路口,11,23,12,25.03786,121.51985,25.0357,121.5241
233,中正運動中心,捷運中正紀念堂站(4號出口),3,15,12,25.03786,121.51985,25.03376,121.51772
234,中正運動中心,捷運中正紀念堂站(5號出口),14,278,264,25.03786,121.51985,25.03526,121.5168
235,中正運動中心,捷運北門站(3號出口),13,1,12,25.03786,121.51985,25.04991,121.5104
236,中正運動中心,捷運古亭站(6號出口),2,29,27,25.03786,121.51985,25.0276,121.52217
237,中正運動中心,捷運善導寺站(3號出口),1,40,39,25.03786,121.51985,25.04428,121.52336
238,中正運動中心,捷運善導寺站(3號出口)(忠孝東路側),1,42,41,25.03786,121.51985,25.04467,121.52357
239,中正運動中心,捷運東門站(5號出口),5,41,36,25.03786,121.51985,25.03363,121.52962
240,中正運動中心,捷運臺大醫院站(1號出口),1,49,48,25.03786,121.51985,25.04074,121.51586
241,中正運動中心,捷運臺大醫院站(4號出口),12,47,35,25.03786,121.51985,25.04297,121.51643
242,中正運動中心,金山信義路口,7,46,39,25.03786,121.51985,25.03443,121.52721
243,中正高中,捷運明德站(1號出口),3,71,68,25.10467,121.51654,25.10896,121.51936
244,中正高中,捷運明德站(3號出口),3,166,163,25.10467,121.51654,25.11,121.51841
245,中研公園,力行橋(南港),1,18,17,25.04697,121.61375,25.05172,121.61686
246,中研公園,捷運南港展覽館站(5號出口),3,332,329,25.04697,121.61375,25.05469,121.61669
247,中研公園,捷運南港展覽館站(7號出口),2,43,41,25.04697,121.61375,25.05436,121.6181
248,中研院人文社會科學館,研究院舊莊街口,1,61,60,25.04126,121.6118,25.04239,121.61683
249,中興公園,中研院人文社會科學館,14,0,14,25.04487,121.61481,25.04126,121.6118
250,中興公園,捷運南港展覽館站(5號出口),2,102,100,25.04487,121.61481,25.05469,121.61669
251,中華南海路口,中華路二段409巷口,10,0,10,25.02703,121.50686,25.02598,121.50806
252,中華南海路口,國興水源路口,11,0,11,25.02703,121.50686,25.02297,121.50845
253,中華南海路口,捷運中正紀念堂站(2號出口),2,23,21,25.02703,121.50686,25.03212,121.51861
254,中華南海路口,新和國小,18,1,17,25.02703,121.50686,25.02582,121.50255
255,中華南海路口,青年公園3號出口,24,5,19,25.02703,121.50686,25.02273,121.50271
256,中華桂林路口,中山堂,7,20,13,25.03771,121.50662,25.04412,121.51025
257,中華桂林路口,捷運北門站(3號出口),5,32,27,25.03771,121.50662,25.04991,121.5104
258,中華桂林路口,捷運小南門站(1號出口),19,367,348,25.03771,121.50662,25.03648,121.50951
259,中華桂林路口,捷運西門站(2號出口),3,68,65,25.03771,121.50662,25.0416,121.50842
260,中華桂林路口,捷運西門站(3號出口),24,252,228,25.03771,121.50662,25.04178,121.50869
261,中華桂林路口,捷運西門站(5號出口),2,23,21,25.03771,121.50662,25.04244,121.50864
262,中華桂林路口,捷運龍山寺站(1號出口),17,34,17,25.03771,121.50662,25.03535,121.49938
263,中華桂林路口,捷運龍山寺站(1號出口)_1,30,15,15,25.03771,121.50662,25.03548,121.50026
264,中華桂林路口,柳鄉公園,17,1,16,25.03771,121.50662,25.03731,121.49526
265,中華桂林路口,桂林昆明街口,42,12,30,25.03771,121.50662,25.03811,121.50362
266,中華桂林路口,立法院台北會館,13,0,13,25.03771,121.50662,25.03371,121.51068
267,中華桂林路口,老松國小,32,18,14,25.03771,121.50662,25.03792,121.50177
268,中華桂林路口,華江八號公園,14,0,14,25.03771,121.50662,25.03388,121.49293
269,中華桂林路口,華江高中,24,1,23,25.03771,121.50662,25.02744,121.49619
270,中華桂林路口,華西公園,105,7,98,25.03771,121.50662,25.03852,121.49881
271,中華桂林路口,萬華266號綠地,45,12,33,25.03771,121.50662,25.0403,121.50197
272,中華桂林路口,萬華火車站(D2廣場),11,0,11,25.03771,121.50662,25.03394,121.50117
273,中華桂林路口,西本願寺廣場,68,516,448,25.03771,121.50662,25.04099,121.50769
274,中華桂林路口,開封西寧路口,38,4,34,25.03771,121.50662,25.04662,121.50717
275,中華桂林路口,龍山國小,12,0,12,25.03771,121.50662,25.0355,121.49541
276,中華漢口街口,圓環站,14,2,12,25.04533,121.50944,25.05369,121.51418
277,中華漢口街口,大稻埕碼頭,10,0,10,25.04533,121.50944,25.05662,121.50783
278,中華漢口街口,太原廣場,26,2,24,25.04533,121.50944,25.04925,121.51468
279,中華漢口街口,捷運北門站(3號出口),43,54,11,25.04533,121.50944,25.04991,121.5104
280,中華漢口街口,捷運西門站(3號出口),4,50,46,25.04533,121.50944,25.04178,121.50869
281,中華漢口街口,捷運西門站(5號出口),22,230,208,25.04533,121.50944,25.04244,121.50864
282,中華漢口街口,永樂市場,83,1,82,25.04533,121.50944,25.05454,121.51052
283,中華漢口街口,開封西寧路口,13,2,11,25.04533,121.50944,25.04662,121.50717
284,中華科技大學,凌雲市場,5,16,11,25.03392,121.60985,25.03564,121.61415
285,中華科技大學,捷運南港展覽館站(5號出口),1,20,19,25.03392,121.60985,25.05469,121.61669
286,中華貴陽街口,捷運西門站(2號出口),5,34,29,25.03938,121.50772,25.0416,121.50842
287,中華貴陽街口,捷運西門站(3號出口),8,136,128,25.03938,121.50772,25.04178,121.50869
288,中華路一段21巷口,忠孝西重慶南路口,5,50,45,25.04677,121.50989,25.04724,121.51272
289,中華路一段21巷口,捷運臺大醫院站(4號出口),2,14,12,25.04677,121.50989,25.04297,121.51643
290,中華路一段21巷口,捷運西門站(5號出口),3,64,61,25.04677,121.50989,25.04244,121.50864
291,中華路一段21巷口,永樂市場,14,2,12,25.04677,121.50989,25.05454,121.51052
292,中華路二段409巷口,南機場夜市(中華路二段),4,28,24,25.02598,121.50806,25.02886,121.50518
293,中華路二段409巷口,重慶南詔安街口,3,19,16,25.02598,121.50806,25.02507,121.51645
294,九華公園,太陽科技廣場,1,12,11,25.08844,121.56122,25.08514,121.56161
295,九華公園,捷運劍南路站(1號出口),1,161,160,25.08844,121.56122,25.08519,121.55498
296,九華公園,捷運劍南路站(2號出口),1,229,228,25.08844,121.56122,25.084751,121.55509
297,五分埔公園,捷運後山埤站(1號出口),2,41,39,25.04719,121.58058,25.04437,121.58133
298,五分埔公園,捷運松山站(4號出口),3,18,15,25.04719,121.58058,25.04987,121.57785
299,五常公園,捷運市政府站(3號出口),1,11,10,25.04797,121.57432,25.04084,121.56789
300,五常公園,捷運後山埤站(1號出口),1,11,10,25.04797,121.57432,25.04437,121.58133
301,五常公園,捷運松山站(3號出口),2,64,62,25.04797,121.57432,25.04962,121.57746
302,五常公園,捷運永春站(2號出口),2,41,39,25.04797,121.57432,25.0405,121.57538
