,借車站,還車站,路線次數,reverse,difference,lat_start,lng_start,lat_end,lng_end
5907,捷運葫洲站(1號出口),安泰街83巷,47,0,47,25.07249,121.60796,25.07669,121.61709
5908,捷運葫洲站(1號出口),康寧路三段189巷93弄口,56,0,56,25.07249,121.60796,25.0735,121.61258
5909,捷運葫洲站(1號出口),康寧路三段99巷17弄口,15,1,14,25.07249,121.60796,25.0721,121.60991
5910,捷運葫洲站(1號出口),康湖二號公園(康寧醫院),172,8,164,25.07249,121.60796,25.07514,121.60857
5911,捷運葫洲站(1號出口),東湖一號公園,43,1,42,25.07249,121.60796,25.07567,121.6118
5912,捷運葫洲站(1號出口),東湖二號公園,90,2,88,25.07249,121.60796,25.07415,121.61075
5913,捷運葫洲站(1號出口),東湖國中,33,1,32,25.07249,121.60796,25.07334,121.61962
5914,捷運葫洲站(1號出口),東湖路113巷95弄,14,0,14,25.07249,121.60796,25.07177,121.61491
5915,捷運葫洲站(1號出口),民權東路六段245巷口,20,0,20,25.07249,121.60796,25.06708,121.60059
5916,捷運葫洲站(1號出口),臺北市網球中心,15,2,13,25.07249,121.60796,25.0674,121.59749
5917,捷運葫洲站(1號出口),金龍公園,14,0,14,25.07249,121.60796,25.08554,121.59076
5918,捷運葫洲站(1號出口),麗湖國小,34,1,33,25.07249,121.60796,25.07332,121.60223
5919,捷運行天宮站(1號出口),中原公園,53,0,53,25.05867,121.53305,25.05583,121.52821
5920,捷運行天宮站(1號出口),中原民生路口,49,3,46,25.05867,121.53305,25.05808,121.52887
5921,捷運行天宮站(1號出口),中山行政中心,21,11,10,25.05867,121.53305,25.06432,121.53349
5922,捷運行天宮站(1號出口),吉林路123巷口,13,1,12,25.05867,121.53305,25.05731,121.53021
5923,捷運行天宮站(1號出口),國立臺北大學(臺北校區),57,1,56,25.05867,121.53305,25.05794,121.54244
5924,捷運行天宮站(1號出口),復興北路514巷口東側,18,0,18,25.05867,121.53305,25.06597,121.54117
5925,捷運行天宮站(1號出口),捷運中山國中站,16,56,40,25.05867,121.53305,25.06106,121.54406
5926,捷運行天宮站(1號出口),捷運松江南京站(7號出口),4,21,17,25.05867,121.53305,25.05246,121.5332
5927,捷運行天宮站(1號出口),新生長春路口,11,0,11,25.05867,121.53305,25.05639,121.52752
5928,捷運行天宮站(1號出口),松江路431巷口,39,1,38,25.05867,121.53305,25.06585,121.53338
5929,捷運行天宮站(1號出口),民權龍江路口,20,0,20,25.05867,121.53305,25.06225,121.54107
5930,捷運行天宮站(1號出口),民生建國路口,36,0,36,25.05867,121.53305,25.05778,121.53692
5931,捷運行天宮站(1號出口),民生復興路口,11,0,11,25.05867,121.53305,25.05764,121.54443
5932,捷運行天宮站(1號出口),民生敦化路口,21,0,21,25.05867,121.53305,25.05804,121.54897
5933,捷運行天宮站(1號出口),江寧公園,20,0,20,25.05867,121.53305,25.0614,121.53929
5934,捷運行天宮站(1號出口),濱江果菜市場,13,2,11,25.05867,121.53305,25.06807,121.53673
5935,捷運行天宮站(1號出口),濱江街199巷口,17,0,17,25.05867,121.53305,25.0734,121.53985
5936,捷運行天宮站(1號出口),第二果菜批發市場,18,3,15,25.05867,121.53305,25.06642,121.53735
5937,捷運行天宮站(1號出口),興安華城,12,2,10,25.05867,121.53305,25.05606,121.54175
5938,捷運行天宮站(1號出口),長春一江街口,20,0,20,25.05867,121.53305,25.05488,121.53142
5939,捷運行天宮站(3號出口),下埤公園,43,3,40,25.05992,121.5333,25.06682,121.54213
5940,捷運行天宮站(3號出口),中原民生路口,18,3,15,25.05992,121.5333,25.05808,121.52887
5941,捷運行天宮站(3號出口),中山行政中心,729,34,695,25.05992,121.5333,25.06432,121.53349
5942,捷運行天宮站(3號出口),五常國中,25,1,24,25.05992,121.5333,25.06505,121.54366
5943,捷運行天宮站(3號出口),伊通長安路口,3,14,11,25.05992,121.5333,25.04833,121.53469
5944,捷運行天宮站(3號出口),光華商場,7,21,14,25.05992,121.5333,25.04478,121.53274
5945,捷運行天宮站(3號出口),吉林路407巷口,49,5,44,25.05992,121.5333,25.06595,121.53041
5946,捷運行天宮站(3號出口),國立臺北大學(臺北校區),50,9,41,25.05992,121.5333,25.05794,121.54244
5947,捷運行天宮站(3號出口),大佳社區公園,37,1,36,25.05992,121.5333,25.07275,121.5373
5948,捷運行天宮站(3號出口),建國五常街口,238,8,230,25.05992,121.5333,25.06419,121.53732
5949,捷運行天宮站(3號出口),建國北路高架橋下停車場G區,136,0,136,25.05992,121.5333,25.05959,121.53682
5950,捷運行天宮站(3號出口),建國農安街口,331,9,322,25.05992,121.5333,25.06503,121.53678
5951,捷運行天宮站(3號出口),復興北路514巷口東側,60,1,59,25.05992,121.5333,25.06597,121.54117
5952,捷運行天宮站(3號出口),捷運中山國中站,161,134,27,25.05992,121.5333,25.06106,121.54406
5953,捷運行天宮站(3號出口),捷運中山國小站(4號出口),18,8,10,25.05992,121.5333,25.06283,121.52697
5954,捷運行天宮站(3號出口),捷運松江南京站(7號出口),33,72,39,25.05992,121.5333,25.05246,121.5332
5955,捷運行天宮站(3號出口),新喜公園,120,2,118,25.05992,121.5333,25.06533,121.53177
5956,捷運行天宮站(3號出口),新生公園,16,0,16,25.05992,121.5333,25.06839,121.53032
5957,捷運行天宮站(3號出口),新生農安街口,10,0,10,25.05992,121.5333,25.06493,121.52778
5958,捷運行天宮站(3號出口),松江民生路口,11,25,14,25.05992,121.5333,25.05765,121.53299
5959,捷運行天宮站(3號出口),松江路431巷口,345,4,341,25.05992,121.5333,25.06585,121.53338
5960,捷運行天宮站(3號出口),林安泰古厝,15,0,15,25.05992,121.5333,25.07154,121.53058
5961,捷運行天宮站(3號出口),林森公園,12,1,11,25.05992,121.5333,25.05223,121.52581
5962,捷運行天宮站(3號出口),林森長春路口,11,0,11,25.05992,121.5333,25.05497,121.52536
5963,捷運行天宮站(3號出口),榮星花園,155,6,149,25.05992,121.5333,25.06424,121.54037
5964,捷運行天宮站(3號出口),民族松江路口,37,0,37,25.05992,121.5333,25.06833,121.5328
5965,捷運行天宮站(3號出口),民有一號公園,43,1,42,25.05992,121.5333,25.06095,121.54731
5966,捷運行天宮站(3號出口),民權吉林路口,16,5,11,25.05992,121.5333,25.06269,121.53061
5967,捷運行天宮站(3號出口),民權吉林路口(南側),34,7,27,25.05992,121.5333,25.06245,121.53043
5968,捷運行天宮站(3號出口),民權建國路口,117,8,109,25.05992,121.5333,25.06251,121.53765
5969,捷運行天宮站(3號出口),民權建國路口(南側),204,10,194,25.05992,121.5333,25.06228,121.53702
5970,捷運行天宮站(3號出口),民權復興路口,39,1,38,25.05992,121.5333,25.0622,121.54565
5971,捷運行天宮站(3號出口),民權東路三段106巷口,32,4,28,25.05992,121.5333,25.062,121.54472
5972,捷運行天宮站(3號出口),民權龍江路口,129,8,121,25.05992,121.5333,25.06225,121.54107
5973,捷運行天宮站(3號出口),民生光復路口,19,0,19,25.05992,121.5333,25.05834,121.55496
5974,捷運行天宮站(3號出口),民生建國路口,49,2,47,25.05992,121.5333,25.05778,121.53692
5975,捷運行天宮站(3號出口),民生復興路口,22,2,20,25.05992,121.5333,25.05764,121.54443
5976,捷運行天宮站(3號出口),民生敦化路口,29,3,26,25.05992,121.5333,25.05804,121.54897
5977,捷運行天宮站(3號出口),江寧公園,378,4,374,25.05992,121.5333,25.0614,121.53929
5978,捷運行天宮站(3號出口),濱江果菜市場,86,2,84,25.05992,121.5333,25.06807,121.53673
5979,捷運行天宮站(3號出口),濱江街199巷口,30,0,30,25.05992,121.5333,25.0734,121.53985
5980,捷運行天宮站(3號出口),第二果菜批發市場,466,3,463,25.05992,121.5333,25.06642,121.53735
5981,捷運行天宮站(3號出口),興安合江路口,16,4,12,25.05992,121.5333,25.05619,121.53949
5982,捷運行天宮站(3號出口),興安華城,23,6,17,25.05992,121.5333,25.05606,121.54175
5983,捷運行天宮站(3號出口),錦州吉林路口,41,3,38,25.05992,121.5333,25.06028,121.52991
5984,捷運行天宮站(3號出口),龍江錦州街口,239,22,217,25.05992,121.5333,25.06045,121.54077
5985,捷運行政大樓,捷運中山站(5號出口),3,13,10,25.05575,121.52168,25.05296,121.51938
5986,捷運行政大樓,捷運雙連站(2號出口),1,15,14,25.05575,121.52168,25.05826,121.52063
5987,捷運行政大樓,林森公園,2,24,22,25.05575,121.52168,25.05223,121.52581
5988,捷運行政大樓,林森長春路口,32,0,32,25.05575,121.52168,25.05497,121.52536
5989,捷運西湖站(1號出口),九華公園,54,0,54,25.08301,121.56638,25.08844,121.56122
5990,捷運西湖站(1號出口),德明財經科技大學,225,2,223,25.08301,121.56638,25.08637,121.56574
5991,捷運西湖站(1號出口),捷運劍南路站(2號出口),4,19,15,25.08301,121.56638,25.084751,121.55509
5992,捷運西湖站(1號出口),文湖國小,35,5,30,25.08301,121.56638,25.08637,121.56088
5993,捷運西湖站(1號出口),文湖街21巷118弄口,12,1,11,25.08301,121.56638,25.09122,121.55961
5994,捷運西湖站(1號出口),文湖街81巷10號西側,208,2,206,25.08301,121.56638,25.08707,121.56406
5995,捷運西湖站(1號出口),濱江國小游泳池,14,1,13,25.08301,121.56638,25.07818,121.56175
5996,捷運西湖站(1號出口),環山路二段26巷口,57,1,56,25.08301,121.56638,25.08598,121.572
5997,捷運西湖站(1號出口),西康二號公園,84,4,80,25.08301,121.56638,25.08503,121.5637
5998,捷運西湖站(1號出口),麗山國小,23,0,23,25.08301,121.56638,25.0826,121.57158
5999,捷運西湖站(1號出口)內湖路側,九華公園,17,0,17,25.08227,121.56709,25.08844,121.56122
6000,捷運西湖站(1號出口)內湖路側,加瑪科技中心,17,0,17,25.08227,121.56709,25.08035,121.5705
6001,捷運西湖站(1號出口)內湖路側,北勢湖環保公園,11,1,10,25.08227,121.56709,25.08378,121.56208
6002,捷運西湖站(1號出口)內湖路側,德明財經科技大學,112,0,112,25.08227,121.56709,25.08637,121.56574
6003,捷運西湖站(1號出口)內湖路側,捷運港墘站(1號出口),7,18,11,25.08227,121.56709,25.08004,121.57568
6004,捷運西湖站(1號出口)內湖路側,文湖國小,28,0,28,25.08227,121.56709,25.08637,121.56088
6005,捷運西湖站(1號出口)內湖路側,文湖街81巷10號西側,68,0,68,25.08227,121.56709,25.08707,121.56406
6006,捷運西湖站(1號出口)內湖路側,樂群二堤頂大道口,17,0,17,25.08227,121.56709,25.0803,121.56251
6007,捷運西湖站(1號出口)內湖路側,洲子一號公園,13,0,13,25.08227,121.56709,25.07977,121.56454
6008,捷運西湖站(1號出口)內湖路側,洲子二號公園,18,1,17,25.08227,121.56709,25.07932,121.56869
6009,捷運西湖站(1號出口)內湖路側,濱江國小游泳池,27,0,27,25.08227,121.56709,25.07818,121.56175
6010,捷運西湖站(1號出口)內湖路側,環山路二段26巷口,118,0,118,25.08227,121.56709,25.08598,121.572
6011,捷運西湖站(1號出口)內湖路側,西康二號公園,72,0,72,25.08227,121.56709,25.08503,121.5637
6012,捷運西湖站(1號出口)內湖路側,麗山國小,73,0,73,25.08227,121.56709,25.0826,121.57158
6013,捷運西湖站(2號出口),內湖路一段120巷15弄,47,0,47,25.08205,121.56716,25.08203,121.56298
6014,捷運西湖站(2號出口),內湖路一段360巷,27,0,27,25.08205,121.56716,25.0812,121.57067
6015,捷運西湖站(2號出口),加瑪科技中心,21,1,20,25.08205,121.56716,25.08035,121.5705
6016,捷運西湖站(2號出口),北勢湖環保公園,30,1,29,25.08205,121.56716,25.08378,121.56208
6017,捷運西湖站(2號出口),堤頂大道二段407巷口,37,0,37,25.08205,121.56716,25.08019,121.56316
6018,捷運西湖站(2號出口),德明財經科技大學,22,1,21,25.08205,121.56716,25.08637,121.56574
6019,捷運西湖站(2號出口),文湖街81巷10號西側,12,2,10,25.08205,121.56716,25.08707,121.56406
6020,捷運西湖站(2號出口),新光基湖大樓,45,2,43,25.08205,121.56716,25.08152,121.56489
6021,捷運西湖站(2號出口),樂群二堤頂大道口,40,0,40,25.08205,121.56716,25.0803,121.56251
6022,捷運西湖站(2號出口),樂群二敬業四路口,19,0,19,25.08205,121.56716,25.07976,121.55813
6023,捷運西湖站(2號出口),洲子一號公園,121,0,121,25.08205,121.56716,25.07977,121.56454
6024,捷運西湖站(2號出口),洲子二號公園,130,3,127,25.08205,121.56716,25.07932,121.56869
6025,捷運西湖站(2號出口),海德堡科技大樓,10,0,10,25.08205,121.56716,25.08156,121.56227
6026,捷運西湖站(2號出口),濱江國小游泳池,82,1,81,25.08205,121.56716,25.07818,121.56175
6027,捷運西湖站(2號出口),環山路二段26巷口,26,0,26,25.08205,121.56716,25.08598,121.572
6028,捷運西湖站(2號出口),西康公園,15,2,13,25.08205,121.56716,25.08284,121.56449
6029,捷運西湖站(2號出口),遠雄時代總部,12,0,12,25.08205,121.56716,25.07821,121.57103
6030,捷運西湖站(2號出口),麗山國小,44,0,44,25.08205,121.56716,25.0826,121.57158
6031,捷運西門站(2號出口),中華桂林路口,68,3,65,25.0416,121.50842,25.03771,121.50662
6032,捷運西門站(2號出口),中華貴陽街口,34,5,29,25.0416,121.50842,25.03938,121.50772
6033,捷運西門站(2號出口),介壽公園,10,0,10,25.0416,121.50842,25.03907,121.5138
6034,捷運西門站(2號出口),南機場夜市(中華路二段),22,7,15,25.0416,121.50842,25.02886,121.50518
6035,捷運西門站(2號出口),國興青年路口,10,0,10,25.0416,121.50842,25.02594,121.50651
6036,捷運西門站(2號出口),圓環站,12,0,12,25.0416,121.50842,25.05369,121.51418
6037,捷運西門站(2號出口),延平南路133巷口,30,6,24,25.0416,121.50842,25.03792,121.50846
6038,捷運西門站(2號出口),復華花園新城,11,0,11,25.0416,121.50842,25.02964,121.50258
6039,捷運西門站(2號出口),新生和平路口東北側,18,0,18,25.0416,121.50842,25.02657,121.53515
6040,捷運西門站(2號出口),聯合醫院和平院區,16,1,15,25.0416,121.50842,25.03516,121.50641
6041,捷運西門站(2號出口),臺北市立大學(博愛校區),11,1,10,25.0416,121.50842,25.03545,121.51327
6042,捷運西門站(2號出口),臺北市第一女子高級中學,12,1,11,25.0416,121.50842,25.0385,121.51288
6043,捷運西門站(2號出口),臺北市電影主題公園(康定路),14,0,14,25.0416,121.50842,25.04551,121.50318
6044,捷運西門站(2號出口),萬華266號綠地,29,1,28,25.0416,121.50842,25.0403,121.50197
6045,捷運西門站(2號出口),開封西寧路口,56,3,53,25.0416,121.50842,25.04662,121.50717
6046,捷運西門站(3號出口),中山堂,36,7,29,25.04178,121.50869,25.04412,121.51025
6047,捷運西門站(3號出口),中山徐州路口,31,2,29,25.04178,121.50869,25.04178,121.51907
6048,捷運西門站(3號出口),中華南海路口,14,0,14,25.04178,121.50869,25.02703,121.50686
6049,捷運西門站(3號出口),中華桂林路口,252,24,228,25.04178,121.50869,25.03771,121.50662
6050,捷運西門站(3號出口),中華漢口街口,50,4,46,25.04178,121.50869,25.04533,121.50944
6051,捷運西門站(3號出口),中華貴陽街口,136,8,128,25.04178,121.50869,25.03938,121.50772
6052,捷運西門站(3號出口),中華路一段21巷口,10,0,10,25.04178,121.50869,25.04677,121.50989
6053,捷運西門站(3號出口),仁愛杭州路口,10,0,10,25.04178,121.50869,25.03846,121.52497
6054,捷運西門站(3號出口),介壽公園,37,1,36,25.04178,121.50869,25.03907,121.5138
6055,捷運西門站(3號出口),南機場夜市(中華路二段),46,6,40,25.04178,121.50869,25.02886,121.50518
6056,捷運西門站(3號出口),南海和平路口西南側,12,1,11,25.04178,121.50869,25.03024,121.50904
6057,捷運西門站(3號出口),南門國中,22,4,18,25.04178,121.50869,25.03543,121.50834
6058,捷運西門站(3號出口),古亭國中,15,0,15,25.04178,121.50869,25.02442,121.5107
6059,捷運西門站(3號出口),國興青年路口,19,0,19,25.04178,121.50869,25.02594,121.50651
6060,捷運西門站(3號出口),寶慶博愛路口,41,4,37,25.04178,121.50869,25.04129,121.5112
6061,捷運西門站(3號出口),延平南路133巷口,114,3,111,25.04178,121.50869,25.03792,121.50846
6062,捷運西門站(3號出口),弘道國中,14,0,14,25.04178,121.50869,25.03828,121.51524
6063,捷運西門站(3號出口),復華花園新城,54,0,54,25.04178,121.50869,25.02964,121.50258
6064,捷運西門站(3號出口),忠孝西重慶南路口,21,9,12,25.04178,121.50869,25.04724,121.51272
6065,捷運西門站(3號出口),捷運北門站(3號出口),27,12,15,25.04178,121.50869,25.04991,121.5104
6066,捷運西門站(3號出口),捷運臺大醫院站(1號出口),17,6,11,25.04178,121.50869,25.04074,121.51586
6067,捷運西門站(3號出口),捷運臺大醫院站(4號出口),42,20,22,25.04178,121.50869,25.04297,121.51643
6068,捷運西門站(3號出口),新和國小,13,0,13,25.04178,121.50869,25.02582,121.50255
6069,捷運西門站(3號出口),桂林昆明街口,78,3,75,25.04178,121.50869,25.03811,121.50362
6070,捷運西門站(3號出口),永昌公園,15,0,15,25.04178,121.50869,25.02643,121.50936
6071,捷運西門站(3號出口),永樂市場,14,1,13,25.04178,121.50869,25.05454,121.51052
6072,捷運西門站(3號出口),法務部,32,1,31,25.04178,121.50869,25.03705,121.51249
6073,捷運西門站(3號出口),洛陽停車場,56,1,55,25.04178,121.50869,25.04776,121.50612
6074,捷運西門站(3號出口),老松國小,29,8,21,25.04178,121.50869,25.03792,121.50177
6075,捷運西門站(3號出口),聯合醫院中興院區,13,0,13,25.04178,121.50869,25.05205,121.50818
6076,捷運西門站(3號出口),聯合醫院和平院區,91,10,81,25.04178,121.50869,25.03516,121.50641
6077,捷運西門站(3號出口),臺北市第一女子高級中學,52,0,52,25.04178,121.50869,25.0385,121.51288
6078,捷運西門站(3號出口),臺北市電影主題公園(康定路),54,0,54,25.04178,121.50869,25.04551,121.50318
6079,捷運西門站(3號出口),莒光大埔街口,20,0,20,25.04178,121.50869,25.03132,121.50519
6080,捷運西門站(3號出口),華西公園,26,5,21,25.04178,121.50869,25.03852,121.49881
6081,捷運西門站(3號出口),萬華266號綠地,170,12,158,25.04178,121.50869,25.0403,121.50197
6082,捷運西門站(3號出口),貓公園(中興橋頭),42,0,42,25.04178,121.50869,25.04367,121.50218
6083,捷運西門站(3號出口),農安雙城街口,11,0,11,25.04178,121.50869,25.06491,121.52449
6084,捷運西門站(3號出口),長沙公園,14,0,14,25.04178,121.50869,25.0417,121.49992
6085,捷運西門站(3號出口),開封西寧路口,105,3,102,25.04178,121.50869,25.04662,121.50717
6086,捷運西門站(5號出口),中山堂,137,9,128,25.04244,121.50864,25.04412,121.51025
6087,捷運西門站(5號出口),中華桂林路口,23,2,21,25.04244,121.50864,25.03771,121.50662
6088,捷運西門站(5號出口),中華漢口街口,230,22,208,25.04244,121.50864,25.04533,121.50944
6089,捷運西門站(5號出口),中華路一段21巷口,64,3,61,25.04244,121.50864,25.04677,121.50989
6090,捷運西門站(5號出口),南機場夜市(中華路二段),15,0,15,25.04244,121.50864,25.02886,121.50518
6091,捷運西門站(5號出口),忠孝西重慶南路口,81,21,60,25.04244,121.50864,25.04724,121.51272
6092,捷運西門站(5號出口),洛陽停車場,14,0,14,25.04244,121.50864,25.04776,121.50612
6093,捷運西門站(5號出口),臺北市電影主題公園(康定路),54,0,54,25.04244,121.50864,25.04551,121.50318
6094,捷運西門站(5號出口),萬華266號綠地,11,1,10,25.04244,121.50864,25.0403,121.50197
6095,捷運西門站(5號出口),開封西寧路口,143,2,141,25.04244,121.50864,25.04662,121.50717
6096,捷運象山站(1號出口),三興公園,11,0,11,25.03295,121.56867,25.02868,121.55932
6097,捷運象山站(1號出口),三興國小,12,0,12,25.03295,121.56867,25.02969,121.55766
6098,捷運象山站(1號出口),信義路四段199巷,18,0,18,25.03295,121.56867,25.03459,121.55164
6099,捷運象山站(1號出口),信義運動中心,22,0,22,25.03295,121.56867,25.03189,121.56678
6100,捷運象山站(1號出口),台北市災害應變中心,55,0,55,25.03295,121.56867,25.02868,121.56672
6101,捷運象山站(1號出口),吳興公車總站,87,3,84,25.03295,121.56867,25.02388,121.56984
6102,捷運象山站(1號出口),吳興街260巷,59,1,58,25.03295,121.56867,25.02606,121.5631
6103,捷運象山站(1號出口),吳興街284巷(廣安宮),15,0,15,25.03295,121.56867,25.02326,121.56329
6104,捷運象山站(1號出口),廣慈博愛園區(西側),18,0,18,25.03295,121.56867,25.03866,121.58082
6105,捷運象山站(1號出口),捷運永春站(2號出口),26,6,20,25.03295,121.56867,25.0405,121.57538
6106,捷運象山站(1號出口),景勤二號公園,10,0,10,25.03295,121.56867,25.02698,121.55841
6107,捷運象山站(1號出口),松仁路121巷口,56,7,49,25.03295,121.56867,25.03476,121.56865
6108,捷運象山站(1號出口),松仁路253巷3弄,58,0,58,25.03295,121.56867,25.02678,121.56884
6109,捷運象山站(1號出口),松仁路95巷口,349,8,341,25.03295,121.56867,25.03656,121.56866
6110,捷運象山站(1號出口),松友公園,24,1,23,25.03295,121.56867,25.03423,121.57636
6111,捷運象山站(1號出口),松山家商(林口街),20,0,20,25.03295,121.56867,25.03593,121.57906
6112,捷運象山站(1號出口),松山工農,13,0,13,25.03295,121.56867,25.03961,121.57199
6113,捷運象山站(1號出口),松德虎林街口,15,1,14,25.03295,121.56867,25.0383,121.5762
6114,捷運象山站(1號出口),永吉松信路口,13,0,13,25.03295,121.56867,25.04548,121.57207
6115,捷運象山站(1號出口),永春陂濕地公園,17,0,17,25.03295,121.56867,25.03301,121.58096
6116,捷運象山站(1號出口),泰和公園,30,1,29,25.03295,121.56867,25.0193,121.57105
6117,捷運象山站(1號出口),泰和里民活動中心,11,0,11,25.03295,121.56867,25.0213,121.57027
6118,捷運象山站(1號出口),臺北醫學大學,12,0,12,25.03295,121.56867,25.02668,121.56175
6119,捷運象山站(1號出口),興雅國中,12,1,11,25.03295,121.56867,25.03616,121.56983
6120,捷運象山站(1號出口),興雅松仁路口,19,5,14,25.03295,121.56867,25.0401,121.56822
6121,捷運象山站(2號出口),信義松德路口,141,6,135,25.03222,121.56974,25.03322,121.57433
6122,捷運象山站(2號出口),信義運動中心,49,2,47,25.03222,121.56974,25.03189,121.56678
6123,捷運象山站(2號出口),台北市災害應變中心,216,3,213,25.03222,121.56974,25.02868,121.56672
6124,捷運象山站(2號出口),吳興公車總站,693,6,687,25.03222,121.56974,25.02388,121.56984
6125,捷運象山站(2號出口),吳興街260巷,33,0,33,25.03222,121.56974,25.02606,121.5631
6126,捷運象山站(2號出口),吳興街284巷(廣安宮),17,0,17,25.03222,121.56974,25.02326,121.56329
6127,捷運象山站(2號出口),吳興街394巷口,123,4,119,25.03222,121.56974,25.02474,121.56741
6128,捷運象山站(2號出口),忠孝東路五段215巷口,16,1,15,25.03222,121.56974,25.0409,121.5705
6129,捷運象山站(2號出口),捷運台北101/世貿站(2號出口),1,12,11,25.03222,121.56974,25.0327,121.56157
6130,捷運象山站(2號出口),捷運市政府站(3號出口),6,16,10,25.03222,121.56974,25.04084,121.56789
6131,捷運象山站(2號出口),景勤二號公園,11,0,11,25.03222,121.56974,25.02698,121.55841
6132,捷運象山站(2號出口),松仁松平路口,33,1,32,25.03222,121.56974,25.03047,121.56838
6133,捷運象山站(2號出口),松仁路253巷3弄,587,10,577,25.03222,121.56974,25.02678,121.56884
6134,捷運象山站(2號出口),松仁路305號,109,2,107,25.03222,121.56974,25.02306,121.57036
6135,捷運象山站(2號出口),松仁路95巷口,38,4,34,25.03222,121.56974,25.03656,121.56866
6136,捷運象山站(2號出口),松友公園,36,0,36,25.03222,121.56974,25.03423,121.57636
6137,捷運象山站(2號出口),松山家商,12,0,12,25.03222,121.56974,25.0347,121.58018
6138,捷運象山站(2號出口),松山家商(林口街),31,0,31,25.03222,121.56974,25.03593,121.57906
6139,捷運象山站(2號出口),松德站,200,8,192,25.03222,121.56974,25.03162,121.57396
6140,捷運象山站(2號出口),泰和公園,277,7,270,25.03222,121.56974,25.0193,121.57105
6141,捷運象山站(2號出口),泰和里民活動中心,158,1,157,25.03222,121.56974,25.0213,121.57027
6142,捷運象山站(2號出口),福德公園,13,0,13,25.03222,121.56974,25.03841,121.58355
6143,捷運象山站(2號出口),臺北醫學大學,12,0,12,25.03222,121.56974,25.02668,121.56175
6144,捷運象山站(2號出口),象山公園,1009,40,969,25.03222,121.56974,25.02863,121.56981
6145,捷運象山站(3號出口),中全公園,231,5,226,25.03295,121.5712,25.0382,121.57495
6146,捷運象山站(3號出口),信義廣場(台北101),4,21,17,25.03295,121.5712,25.03306,121.5662
6147,捷運象山站(3號出口),信義松德路口,68,2,66,25.03295,121.5712,25.03322,121.57433
6148,捷運象山站(3號出口),台北市災害應變中心,22,2,20,25.03295,121.5712,25.02868,121.56672
6149,捷運象山站(3號出口),吳興公車總站,38,2,36,25.03295,121.5712,25.02388,121.56984
6150,捷運象山站(3號出口),富台公園,36,0,36,25.03295,121.5712,25.04185,121.57204
6151,捷運象山站(3號出口),廣慈博愛園區(西側),73,0,73,25.03295,121.5712,25.03866,121.58082
6152,捷運象山站(3號出口),忠孝東路五段215巷口,20,0,20,25.03295,121.5712,25.0409,121.5705
6153,捷運象山站(3號出口),捷運永春站(2號出口),65,20,45,25.03295,121.5712,25.0405,121.57538
6154,捷運象山站(3號出口),春光公園,33,3,30,25.03295,121.5712,25.0427,121.58112
6155,捷運象山站(3號出口),松仁路121巷口,23,1,22,25.03295,121.5712,25.03476,121.56865
6156,捷運象山站(3號出口),松仁路253巷3弄,33,2,31,25.03295,121.5712,25.02678,121.56884
6157,捷運象山站(3號出口),松仁路95巷口,395,2,393,25.03295,121.5712,25.03656,121.56866
6158,捷運象山站(3號出口),松友公園,678,2,676,25.03295,121.5712,25.03423,121.57636
6159,捷運象山站(3號出口),松山家商,34,0,34,25.03295,121.5712,25.0347,121.58018
6160,捷運象山站(3號出口),松山家商(林口街),179,1,178,25.03295,121.5712,25.03593,121.57906
6161,捷運象山站(3號出口),松山工農,71,0,71,25.03295,121.5712,25.03961,121.57199
6162,捷運象山站(3號出口),松山路292巷口,30,2,28,25.03295,121.5712,25.0432,121.57789
6163,捷運象山站(3號出口),松德公園,259,2,257,25.03295,121.5712,25.03657,121.57349
6164,捷運象山站(3號出口),松德站,422,2,420,25.03295,121.5712,25.03162,121.57396
6165,捷運象山站(3號出口),松德虎林街口,242,3,239,25.03295,121.5712,25.0383,121.5762
6166,捷運象山站(3號出口),松德路200巷,508,2,506,25.03295,121.5712,25.03471,121.57301
6167,捷運象山站(3號出口),林口公園,76,1,75,25.03295,121.5712,25.03894,121.57915
6168,捷運象山站(3號出口),永吉公園,11,0,11,25.03295,121.5712,25.04345,121.57539
6169,捷運象山站(3號出口),永吉松信路口,39,0,39,25.03295,121.5712,25.04548,121.57207
6170,捷運象山站(3號出口),永春陂濕地公園,34,3,31,25.03295,121.5712,25.03301,121.58096
6171,捷運象山站(3號出口),泰和公園,17,0,17,25.03295,121.5712,25.0193,121.57105
6172,捷運象山站(3號出口),泰和里民活動中心,10,0,10,25.03295,121.5712,25.0213,121.57027
6173,捷運象山站(3號出口),百福公園,14,0,14,25.03295,121.5712,25.03884,121.58788
6174,捷運象山站(3號出口),福德公園,136,3,133,25.03295,121.5712,25.03841,121.58355
6175,捷運象山站(3號出口),福德國小,62,2,60,25.03295,121.5712,25.03846,121.58618
6176,捷運象山站(3號出口),福德國小公車站,12,0,12,25.03295,121.5712,25.03929,121.58755
6177,捷運象山站(3號出口),臺北市政府,13,1,12,25.03295,121.5712,25.03801,121.56541
6178,捷運象山站(3號出口),興雅國中,82,3,79,25.03295,121.5712,25.03616,121.56983
6179,捷運象山站(3號出口),虎林永吉路口,15,0,15,25.03295,121.5712,25.04519,121.57712
6180,捷運象山站(3號出口),象山公園,15,2,13,25.03295,121.5712,25.02863,121.56981
6181,捷運辛亥站,仙岩公園,10,0,10,25.00467,121.55684,24.99797,121.54982
6182,捷運辛亥站,光輝公園,16,0,16,25.00467,121.55684,24.98655,121.5552
