"times","stop_id1","longitude1（經度）","latitude1（緯度）","stop_id2","longitude2","latitude2"
77,"U106008",121.52456,25.02069,"U106064",121.52302,25.0203000025
91,"U106009",121.52289,25.02277,"U106013",121.52498,25.0234500025
299,"U106009",121.52289,25.02277,"U106074",121.52362,25.0226600025
370,"U106011",121.52771,25.02075,"U106012",121.52751,25.0210200025
314,"U106013",121.52498,25.02345,"U106074",121.52362,25.0226600025
85,"U106014",121.51889,25.02338,"U106119",121.51973,25.0248400025
147,"U106015",121.52164,25.02701,"U106016",121.52155,25.0280500025
737,"U106015",121.52164,25.02701,"U106017",121.52081,25.0269800025
7,"U106015",121.52164,25.02701,"U106020",121.52058,25.0292300025
231,"U106016",121.52155,25.02805,"U106017",121.52081,25.0269800025
167,"U106016",121.52155,25.02805,"U106020",121.52058,25.0292300025
15,"U106017",121.52081,25.02698,"U106020",121.52058,25.0292300025
124,"U106018",121.51659,25.02723,"U106120",121.51737,25.0268200025
429,"U106022",121.51866,25.03239,"U106023",121.51772,25.0337600025
55,"U106022",121.51866,25.03239,"U106072",121.5168,25.0352600025
3,"U106022",121.51866,25.03239,"U106079",121.5166,25.0361500025
633,"U106022",121.51866,25.03239,"U106089",121.51941,25.0314500025
124,"U106022",121.51866,25.03239,"U106118",121.51861,25.0321200025
7,"U106023",121.51772,25.03376,"U106056",121.51709,25.0376300025
238,"U106023",121.51772,25.03376,"U106072",121.5168,25.0352600025
21,"U106023",121.51772,25.03376,"U106079",121.5166,25.0361500025
127,"U106023",121.51772,25.03376,"U106089",121.51941,25.0314500025
1,"U106023",121.51772,25.03376,"U106111",121.51904,25.0378800025
36,"U106023",121.51772,25.03376,"U106118",121.51861,25.0321200025
501,"U106024",121.51459,25.03124,"U106098",121.51464,25.0315800025
72,"U106026",121.51052,25.02543,"U106027",121.50936,25.0264300025
20,"U106026",121.51052,25.02543,"U106028",121.50806,25.0259800025
5,"U106026",121.51052,25.02543,"U106108",121.50686,25.0270300025
57,"U106026",121.51052,25.02543,"U113004",121.50898,25.0248500025
129,"U106026",121.51052,25.02543,"U113005",121.5107,25.0244200025
10,"U106026",121.51052,25.02543,"U113007",121.50755,25.0248100025
6,"U106026",121.51052,25.02543,"U113008",121.50651,25.0259400025
92,"U106027",121.50936,25.02643,"U106028",121.50806,25.0259800025
15,"U106027",121.50936,25.02643,"U106108",121.50686,25.0270300025
41,"U106027",121.50936,25.02643,"U113004",121.50898,25.0248500025
34,"U106027",121.50936,25.02643,"U113005",121.5107,25.0244200025
12,"U106027",121.50936,25.02643,"U113007",121.50755,25.0248100025
10,"U106027",121.50936,25.02643,"U113008",121.50651,25.0259400025
80,"U106028",121.50806,25.02598,"U106108",121.50686,25.0270300025
90,"U106028",121.50806,25.02598,"U113004",121.50898,25.0248500025
30,"U106028",121.50806,25.02598,"U113005",121.5107,25.0244200025
57,"U106028",121.50806,25.02598,"U113007",121.50755,25.0248100025
100,"U106028",121.50806,25.02598,"U113008",121.50651,25.0259400025
217,"U106030",121.50904,25.03024,"U106097",121.51033,25.0299000025
244,"U106038",121.50834,25.03543,"U106039",121.51006,25.0356700025
121,"U106038",121.50834,25.03543,"U106050",121.50951,25.0364800025
25,"U106038",121.50834,25.03543,"U106051",121.50846,25.0379200025
375,"U106038",121.50834,25.03543,"U106058",121.50641,25.0351600025
12,"U106038",121.50834,25.03543,"U113039",121.50662,25.0377100025
3,"U106039",121.51006,25.03567,"U106041",121.50772,25.0393800025
176,"U106039",121.51006,25.03567,"U106050",121.50951,25.0364800025
22,"U106039",121.51006,25.03567,"U106051",121.50846,25.0379200025
60,"U106039",121.51006,25.03567,"U106058",121.50641,25.0351600025
7,"U106039",121.51006,25.03567,"U113039",121.50662,25.0377100025
19,"U106040",121.5138,25.03907,"U106054",121.51249,25.0370500025
4,"U106040",121.5138,25.03907,"U106055",121.51327,25.0354500025
130,"U106040",121.5138,25.03907,"U106085",121.51524,25.0382800025
132,"U106040",121.5138,25.03907,"U106086",121.51288,25.0385000025
32,"U106041",121.50772,25.03938,"U106050",121.50951,25.0364800025
160,"U106041",121.50772,25.03938,"U106051",121.50846,25.0379200025
15,"U106041",121.50772,25.03938,"U106052",121.50842,25.0416000025
1,"U106041",121.50772,25.03938,"U106059",121.51025,25.0441200025
1,"U106041",121.50772,25.03938,"U106060",121.50944,25.0453300025
16,"U106041",121.50772,25.03938,"U106084",121.50864,25.0424400025
22,"U106041",121.50772,25.03938,"U106092",121.50869,25.0417800025
145,"U106041",121.50772,25.03938,"U113038",121.50769,25.0409900025
38,"U106041",121.50772,25.03938,"U113039",121.50662,25.0377100025
7,"U106041",121.50772,25.03938,"U113049",121.50841,25.0434500025
212,"U106043",121.5222,25.04527,"U106049",121.52336,25.0442800025
5,"U106043",121.5222,25.04527,"U106067",121.51994,25.0484200025
10,"U106043",121.5222,25.04527,"U106083",121.52042,25.0477900025
10,"U106043",121.5222,25.04527,"U106099",121.52377,25.0465900025
76,"U106043",121.5222,25.04527,"U106101",121.52208,25.0469200025
330,"U106043",121.5222,25.04527,"U106110",121.52357,25.0446700025
2,"U106043",121.5222,25.04527,"U107016",121.52439,25.0479600025
39,"U106044",121.52459,25.04193,"U106077",121.52215,25.0409400025
18,"U106044",121.52459,25.04193,"U106078",121.52565,25.0402300025
155,"U106044",121.52459,25.04193,"U106088",121.52401,25.0405100025
13,"U106044",121.52459,25.04193,"U106106",121.5227,25.0425000025
8,"U106044",121.52459,25.04193,"U106113",121.52697,25.0412700025
489,"U106046",121.52163,25.03915,"U106091",121.52233,25.0389500025
13,"U106046",121.52163,25.03915,"U106095",121.52497,25.0384600025
67,"U106046",121.52163,25.03915,"U106107",121.52345,25.0383700025
6,"U106047",121.51985,25.03786,"U106056",121.51709,25.0376300025
2,"U106047",121.51985,25.03786,"U106079",121.5166,25.0361500025
129,"U106047",121.51985,25.03786,"U106111",121.51904,25.0378800025
1,"U106049",121.52336,25.04428,"U106083",121.52042,25.0477900025
1,"U106049",121.52336,25.04428,"U106099",121.52377,25.0465900025
5,"U106049",121.52336,25.04428,"U106101",121.52208,25.0469200025
884,"U106049",121.52336,25.04428,"U106110",121.52357,25.0446700025
285,"U106050",121.50951,25.03648,"U106051",121.50846,25.0379200025
28,"U106050",121.50951,25.03648,"U106058",121.50641,25.0351600025
6,"U106050",121.50951,25.03648,"U113038",121.50769,25.0409900025
69,"U106050",121.50951,25.03648,"U113039",121.50662,25.0377100025
3,"U106051",121.50846,25.03792,"U106052",121.50842,25.0416000025
6,"U106051",121.50846,25.03792,"U106058",121.50641,25.0351600025
2,"U106051",121.50846,25.03792,"U106084",121.50864,25.0424400025
3,"U106051",121.50846,25.03792,"U106092",121.50869,25.0417800025
20,"U106051",121.50846,25.03792,"U113038",121.50769,25.0409900025
254,"U106051",121.50846,25.03792,"U113039",121.50662,25.0377100025
9,"U106052",121.50842,25.0416,"U106059",121.51025,25.0441200025
3,"U106052",121.50842,25.0416,"U106060",121.50944,25.0453300025
1,"U106052",121.50842,25.0416,"U106061",121.50989,25.0467700025
186,"U106052",121.50842,25.0416,"U106084",121.50864,25.0424400025
644,"U106052",121.50842,25.0416,"U106092",121.50869,25.0417800025
293,"U106052",121.50842,25.0416,"U113038",121.50769,25.0409900025
60,"U106052",121.50842,25.0416,"U113049",121.50841,25.0434500025
164,"U106054",121.51249,25.03705,"U106055",121.51327,25.0354500025
4,"U106054",121.51249,25.03705,"U106085",121.51524,25.0382800025
118,"U106054",121.51249,25.03705,"U106086",121.51288,25.0385000025
2,"U106055",121.51327,25.03545,"U106085",121.51524,25.0382800025
43,"U106055",121.51327,25.03545,"U106086",121.51288,25.0385000025
37,"U106056",121.51709,25.03763,"U106072",121.5168,25.0352600025
209,"U106056",121.51709,25.03763,"U106079",121.5166,25.0361500025
93,"U106056",121.51709,25.03763,"U106111",121.51904,25.0378800025
22,"U106057",121.53068,25.0459,"U106070",121.53274,25.0447800025
65,"U106057",121.53068,25.0459,"U107067",121.53193,25.0461100025
78,"U106057",121.53068,25.0459,"U107130",121.53075,25.0469900025
4,"U106058",121.50641,25.03516,"U113039",121.50662,25.0377100025
217,"U106059",121.51025,25.04412,"U106060",121.50944,25.0453300025
29,"U106059",121.51025,25.04412,"U106061",121.50989,25.0467700025
32,"U106059",121.51025,25.04412,"U106084",121.50864,25.0424400025
27,"U106059",121.51025,25.04412,"U106092",121.50869,25.0417800025
20,"U106059",121.51025,25.04412,"U113038",121.50769,25.0409900025
196,"U106059",121.51025,25.04412,"U113049",121.50841,25.0434500025
237,"U106060",121.50944,25.04533,"U106061",121.50989,25.0467700025
7,"U106060",121.50944,25.04533,"U106084",121.50864,25.0424400025
4,"U106060",121.50944,25.04533,"U106092",121.50869,25.0417800025
3,"U106060",121.50944,25.04533,"U113038",121.50769,25.0409900025
26,"U106060",121.50944,25.04533,"U113049",121.50841,25.0434500025
3,"U106061",121.50989,25.04677,"U106084",121.50864,25.0424400025
2,"U106061",121.50989,25.04677,"U106092",121.50869,25.0417800025
1,"U106061",121.50989,25.04677,"U113038",121.50769,25.0409900025
5,"U106061",121.50989,25.04677,"U113049",121.50841,25.0434500025
40,"U106066",121.53041,25.03377,"U106075",121.52721,25.0344300025
431,"U106067",121.51994,25.04842,"U106080",121.51903,25.0482100025
312,"U106067",121.51994,25.04842,"U106083",121.52042,25.0477900025
2,"U106067",121.51994,25.04842,"U106099",121.52377,25.0465900025
19,"U106067",121.51994,25.04842,"U106101",121.52208,25.0469200025
1,"U106067",121.51994,25.04842,"U107016",121.52439,25.0479600025
18,"U106068",121.50519,25.03132,"U113012",121.50258,25.0296400025
108,"U106068",121.50519,25.03132,"U113015",121.50336,25.0311600025
415,"U106069",121.53222,25.04235,"U106102",121.53207,25.0427200025
337,"U106069",121.53222,25.04235,"U106103",121.53273,25.0411300025
148,"U106070",121.53274,25.04478,"U107067",121.53193,25.0461100025
20,"U106070",121.53274,25.04478,"U107130",121.53075,25.0469900025
269,"U106071",121.51968,25.04503,"U106105",121.5188,25.0446100025
102,"U106072",121.5168,25.03526,"U106079",121.5166,25.0361500025
14,"U106072",121.5168,25.03526,"U106089",121.51941,25.0314500025
4,"U106072",121.5168,25.03526,"U106111",121.51904,25.0378800025
5,"U106072",121.5168,25.03526,"U106118",121.51861,25.0321200025
124,"U106073",121.52736,25.04553,"U106100",121.52579,25.0459700025
42,"U106073",121.52736,25.04553,"U107031",121.5277,25.0471000025
17,"U106077",121.52215,25.04094,"U106078",121.52565,25.0402300025
188,"U106077",121.52215,25.04094,"U106088",121.52401,25.0405100025
352,"U106077",121.52215,25.04094,"U106106",121.5227,25.0425000025
2,"U106077",121.52215,25.04094,"U106113",121.52697,25.0412700025
108,"U106078",121.52565,25.04023,"U106088",121.52401,25.0405100025
3,"U106078",121.52565,25.04023,"U106106",121.5227,25.0425000025
147,"U106078",121.52565,25.04023,"U106113",121.52697,25.0412700025
5,"U106078",121.52565,25.04023,"U106115",121.5287,25.0414800025
1,"U106079",121.5166,25.03615,"U106089",121.51941,25.0314500025
10,"U106079",121.5166,25.03615,"U106111",121.51904,25.0378800025
358,"U106080",121.51903,25.04821,"U106083",121.52042,25.0477900025
2,"U106080",121.51903,25.04821,"U106099",121.52377,25.0465900025
9,"U106080",121.51903,25.04821,"U106101",121.52208,25.0469200025
5,"U106083",121.52042,25.04779,"U106099",121.52377,25.0465900025
46,"U106083",121.52042,25.04779,"U106101",121.52208,25.0469200025
1,"U106083",121.52042,25.04779,"U106110",121.52357,25.0446700025
2,"U106083",121.52042,25.04779,"U107016",121.52439,25.0479600025
441,"U106084",121.50864,25.04244,"U106092",121.50869,25.0417800025
263,"U106084",121.50864,25.04244,"U113038",121.50769,25.0409900025
1,"U106084",121.50864,25.04244,"U113039",121.50662,25.0377100025
299,"U106084",121.50864,25.04244,"U113049",121.50841,25.0434500025
29,"U106085",121.51524,25.03828,"U106086",121.51288,25.0385000025
32,"U106088",121.52401,25.04051,"U106106",121.5227,25.0425000025
12,"U106088",121.52401,25.04051,"U106113",121.52697,25.0412700025
107,"U106089",121.51941,25.03145,"U106118",121.51861,25.0321200025
164,"U106090",121.53004,25.01328,"U119005",121.53044,25.0149300025
55,"U106090",121.53004,25.01328,"U119006",121.52917,25.0146600025
153,"U106090",121.53004,25.01328,"U119007",121.52997,25.0141100025
17,"U106090",121.53004,25.01328,"U119008",121.52895,25.0139100025
74,"U106090",121.53004,25.01328,"U119009",121.53009,25.0152500025
1,"U106090",121.53004,25.01328,"U119048",121.53436,25.0154700025
1,"U106090",121.53004,25.01328,"U119070",121.53583,25.0156100025
59,"U106091",121.52233,25.03895,"U106095",121.52497,25.0384600025
228,"U106091",121.52233,25.03895,"U106107",121.52345,25.0383700025
577,"U106092",121.50869,25.04178,"U113038",121.50769,25.0409900025
1,"U106092",121.50869,25.04178,"U113039",121.50662,25.0377100025
381,"U106092",121.50869,25.04178,"U113049",121.50841,25.0434500025
118,"U106093",121.52801,25.0384,"U106094",121.52799,25.0374600025
229,"U106093",121.52801,25.0384,"U106114",121.52855,25.0381100025
159,"U106094",121.52799,25.03746,"U106114",121.52855,25.0381100025
172,"U106095",121.52497,25.03846,"U106107",121.52345,25.0383700025
42,"U106099",121.52377,25.04659,"U106101",121.52208,25.0469200025
5,"U106099",121.52377,25.04659,"U106110",121.52357,25.0446700025
113,"U106099",121.52377,25.04659,"U107016",121.52439,25.0479600025
8,"U106100",121.52579,25.04597,"U107031",121.5277,25.0471000025
13,"U106101",121.52208,25.04692,"U106110",121.52357,25.0446700025
8,"U106101",121.52208,25.04692,"U107016",121.52439,25.0479600025
97,"U106102",121.53207,25.04272,"U106103",121.53273,25.0411300025
18,"U106108",121.50686,25.02703,"U113004",121.50898,25.0248500025
3,"U106108",121.50686,25.02703,"U113005",121.5107,25.0244200025
34,"U106108",121.50686,25.02703,"U113007",121.50755,25.0248100025
245,"U106108",121.50686,25.02703,"U113008",121.50651,25.0259400025
2,"U106110",121.52357,25.04467,"U107016",121.52439,25.0479600025
76,"U106113",121.52697,25.04127,"U106115",121.5287,25.0414800025
1,"U107003",121.56251,25.0803,"U108002",121.56208,25.0837800025
12,"U107003",121.56251,25.0803,"U108003",121.56454,25.0797700024
3,"U107003",121.56251,25.0803,"U108004",121.56449,25.0828400024
34,"U107003",121.56251,25.0803,"U108143",121.56316,25.0801900024
20,"U107003",121.56251,25.0803,"U108144",121.56227,25.0815600025
1,"U107003",121.56251,25.0803,"U108145",121.5656,25.0806700024
14,"U107003",121.56251,25.0803,"U108161",121.56298,25.0820300024
2,"U107003",121.56251,25.0803,"U108162",121.56154,25.0831800025
30,"U107004",121.53748,25.08524,"U107116",121.53789,25.0847600025
336,"U107006",121.55226,25.08009,"U107109",121.55236,25.0798300025
317,"U107008",121.55535,25.08401,"U107132",121.55548,25.0857300025
497,"U107008",121.55535,25.08401,"U107133",121.55624,25.0827200025
46,"U107009",121.55609,25.07985,"U107095",121.55557,25.0786400025
71,"U107011",121.5473,25.07923,"U107091",121.54646,25.0815200025
318,"U107011",121.5473,25.07923,"U107092",121.54708,25.0801000025
346,"U107011",121.5473,25.07923,"U107108",121.54671,25.0793400025
368,"U107013",121.54217,25.05176,"U107122",121.54256,25.0525300025
531,"U107013",121.54217,25.05176,"U107126",121.5433,25.0519600025
14,"U107013",121.54217,25.05176,"U107135",121.54332,25.0541800025
1,"U107013",121.54217,25.05176,"U110015",121.54486,25.0546000025
66,"U107013",121.54217,25.05176,"U110043",121.54478,25.0527800025
104,"U107013",121.54217,25.05176,"U110044",121.54506,25.0516800025
153,"U107015",121.52935,25.04861,"U107044",121.52853,25.0498300025
229,"U107017",121.52766,25.05194,"U107045",121.52556,25.0520100025
548,"U107017",121.52766,25.05194,"U107118",121.52581,25.0522300025
2,"U107018",121.53146,25.05316,"U107019",121.53273,25.0502500025
199,"U107018",121.53146,25.05316,"U107028",121.5332,25.0524600025
16,"U107018",121.53146,25.05316,"U107030",121.53166,25.0560400025
1,"U107018",121.53146,25.05316,"U107036",121.5333,25.0599200025
21,"U107018",121.53146,25.05316,"U107046",121.5289,25.0533700025
1,"U107018",121.53146,25.05316,"U107062",121.53305,25.0586700025
3,"U107018",121.53146,25.05316,"U107065",121.53312,25.0498500025
3,"U107018",121.53146,25.05316,"U107071",121.53191,25.0568000025
1,"U107018",121.53146,25.05316,"U107072",121.53021,25.0573100025
25,"U107018",121.53146,25.05316,"U107093",121.53312,25.0512000025
2,"U107018",121.53146,25.05316,"U107097",121.53299,25.0576500025
150,"U107018",121.53146,25.05316,"U107098",121.53013,25.0527700025
29,"U107018",121.53146,25.05316,"U107099",121.53032,25.0548100025
131,"U107018",121.53146,25.05316,"U107100",121.53142,25.0548800025
220,"U107018",121.53146,25.05316,"U107101",121.53276,25.0521500025
197,"U107018",121.53146,25.05316,"U107102",121.53171,25.0521500025
31,"U107018",121.53146,25.05316,"U107103",121.53295,25.0549900025
56,"U107019",121.53273,25.05025,"U107028",121.5332,25.0524600025
238,"U107019",121.53273,25.05025,"U107065",121.53312,25.0498500025
202,"U107019",121.53273,25.05025,"U107093",121.53312,25.0512000025
2,"U107019",121.53273,25.05025,"U107098",121.53013,25.0527700025
22,"U107019",121.53273,25.05025,"U107101",121.53276,25.0521500025
15,"U107019",121.53273,25.05025,"U107102",121.53171,25.0521500025
99,"U107020",121.52752,25.05639,"U107047",121.52821,25.0558300025
126,"U107020",121.52752,25.05639,"U107131",121.52769,25.0553200025
14,"U107021",121.53735,25.06642,"U107051",121.53765,25.0625100025
188,"U107021",121.53735,25.06642,"U107064",121.53678,25.0650300025
178,"U107021",121.53735,25.06642,"U107082",121.53673,25.0680700025
3,"U107021",121.53735,25.06642,"U107127",121.53702,25.0622800025
47,"U107021",121.53735,25.06642,"U107136",121.53732,25.0641900025
97,"U107024",121.54406,25.06106,"U110011",121.54565,25.0622000025
522,"U107024",121.54406,25.06106,"U110051",121.54472,25.0620000025
376,"U107025",121.54077,25.06045,"U107033",121.53929,25.0614000025
416,"U107026",121.53686,25.05469,"U107113",121.53693,25.0547600025
266,"U107027",121.5368,25.05214,"U107088",121.53517,25.0518900025
6,"U107028",121.5332,25.05246,"U107030",121.53166,25.0560400025
1,"U107028",121.5332,25.05246,"U107036",121.5333,25.0599200025
3,"U107028",121.5332,25.05246,"U107046",121.5289,25.0533700025
1,"U107028",121.5332,25.05246,"U107062",121.53305,25.0586700025
52,"U107028",121.5332,25.05246,"U107065",121.53312,25.0498500025
2,"U107028",121.5332,25.05246,"U107071",121.53191,25.0568000025
442,"U107028",121.5332,25.05246,"U107093",121.53312,25.0512000025
2,"U107028",121.5332,25.05246,"U107097",121.53299,25.0576500025
45,"U107028",121.5332,25.05246,"U107098",121.53013,25.0527700025
3,"U107028",121.5332,25.05246,"U107099",121.53032,25.0548100025
20,"U107028",121.5332,25.05246,"U107100",121.53142,25.0548800025
822,"U107028",121.5332,25.05246,"U107101",121.53276,25.0521500025
239,"U107028",121.5332,25.05246,"U107102",121.53171,25.0521500025
7,"U107028",121.5332,25.05246,"U107103",121.53295,25.0549900025
2,"U107030",121.53166,25.05604,"U107036",121.5333,25.0599200025
10,"U107030",121.53166,25.05604,"U107062",121.53305,25.0586700025
109,"U107030",121.53166,25.05604,"U107071",121.53191,25.0568000025
17,"U107030",121.53166,25.05604,"U107072",121.53021,25.0573100025
2,"U107030",121.53166,25.05604,"U107074",121.52887,25.0580800025
14,"U107030",121.53166,25.05604,"U107096",121.53114,25.0579100025
27,"U107030",121.53166,25.05604,"U107097",121.53299,25.0576500025
2,"U107030",121.53166,25.05604,"U107098",121.53013,25.0527700025
40,"U107030",121.53166,25.05604,"U107099",121.53032,25.0548100025
101,"U107030",121.53166,25.05604,"U107100",121.53142,25.0548800025
6,"U107030",121.53166,25.05604,"U107101",121.53276,25.0521500025
1,"U107030",121.53166,25.05604,"U107102",121.53171,25.0521500025
94,"U107030",121.53166,25.05604,"U107103",121.53295,25.0549900025
61,"U107032",121.53735,25.04699,"U107066",121.53669,25.0483600025
398,"U107035",121.52705,25.06246,"U107038",121.52697,25.0628300025
136,"U107035",121.52705,25.06246,"U107112",121.52776,25.0630500025
685,"U107036",121.5333,25.05992,"U107062",121.53305,25.0586700025
10,"U107036",121.5333,25.05992,"U107071",121.53191,25.0568000025
2,"U107036",121.5333,25.05992,"U107072",121.53021,25.0573100025
10,"U107036",121.5333,25.05992,"U107096",121.53114,25.0579100025
117,"U107036",121.5333,25.05992,"U107097",121.53299,25.0576500025
1,"U107036",121.5333,25.05992,"U107100",121.53142,25.0548800025
1,"U107036",121.5333,25.05992,"U107101",121.53276,25.0521500025
2,"U107036",121.5333,25.05992,"U107103",121.53295,25.0549900025
351,"U107037",121.52565,25.06531,"U107039",121.52449,25.0649100025
41,"U107037",121.52565,25.06531,"U107040",121.52762,25.0665200025
51,"U107037",121.52565,25.06531,"U107041",121.52559,25.0684700025
4,"U107037",121.52565,25.06531,"U107106",121.52778,25.0649300025
1,"U107037",121.52565,25.06531,"U107107",121.52848,25.0653200025
12,"U107037",121.52565,25.06531,"U107121",121.52767,25.0681900025
281,"U107037",121.52565,25.06531,"U107128",121.5257,25.0668800025
392,"U107038",121.52697,25.06283,"U107112",121.52776,25.0630500025
13,"U107039",121.52449,25.06491,"U107040",121.52762,25.0665200025
7,"U107039",121.52449,25.06491,"U107041",121.52559,25.0684700025
5,"U107039",121.52449,25.06491,"U107121",121.52767,25.0681900025
71,"U107039",121.52449,25.06491,"U107128",121.5257,25.0668800025
20,"U107040",121.52762,25.06652,"U107041",121.52559,25.0684700025
114,"U107040",121.52762,25.06652,"U107106",121.52778,25.0649300025
59,"U107040",121.52762,25.06652,"U107107",121.52848,25.0653200025
129,"U107040",121.52762,25.06652,"U107121",121.52767,25.0681900025
123,"U107040",121.52762,25.06652,"U107128",121.5257,25.0668800025
2,"U107041",121.52559,25.06847,"U107106",121.52778,25.0649300025
5,"U107041",121.52559,25.06847,"U107121",121.52767,25.0681900025
243,"U107041",121.52559,25.06847,"U107128",121.5257,25.0668800025
157,"U107042",121.52291,25.06987,"U107043",121.52265,25.0681600025
322,"U107042",121.52291,25.06987,"U107115",121.52327,25.0706300025
33,"U107043",121.52265,25.06816,"U107115",121.52327,25.0706300025
840,"U107045",121.52556,25.05201,"U107118",121.52581,25.0522300025
96,"U107046",121.5289,25.05337,"U107098",121.53013,25.0527700025
1,"U107046",121.5289,25.05337,"U107099",121.53032,25.0548100025
3,"U107046",121.5289,25.05337,"U107100",121.53142,25.0548800025
6,"U107046",121.5289,25.05337,"U107101",121.53276,25.0521500025
5,"U107046",121.5289,25.05337,"U107102",121.53171,25.0521500025
2,"U107046",121.5289,25.05337,"U107103",121.53295,25.0549900025
187,"U107047",121.52821,25.05583,"U107131",121.52769,25.0553200025
221,"U107048",121.54213,25.06682,"U107084",121.54117,25.0659700025
51,"U107051",121.53765,25.06251,"U107064",121.53678,25.0650300025
2,"U107051",121.53765,25.06251,"U107082",121.53673,25.0680700025
318,"U107051",121.53765,25.06251,"U107127",121.53702,25.0622800025
293,"U107051",121.53765,25.06251,"U107136",121.53732,25.0641900025
49,"U107052",121.53338,25.06585,"U107053",121.53177,25.0653300025
26,"U107052",121.53338,25.06585,"U107054",121.53041,25.0659500025
309,"U107052",121.53338,25.06585,"U107114",121.53349,25.0643200025
244,"U107053",121.53177,25.06533,"U107054",121.53041,25.0659500025
21,"U107053",121.53177,25.06533,"U107114",121.53349,25.0643200025
13,"U107054",121.53041,25.06595,"U107114",121.53349,25.0643200025
168,"U107057",121.5226,25.06185,"U107085",121.52305,25.0614200025
56,"U107057",121.5226,25.06185,"U107087",121.52439,25.0615700025
72,"U107058",121.53508,25.04573,"U107123",121.53661,25.0447800025
363,"U107060",121.52203,25.06416,"U107069",121.5224,25.0651000025
40,"U107062",121.53305,25.05867,"U107071",121.53191,25.0568000025
9,"U107062",121.53305,25.05867,"U107072",121.53021,25.0573100025
55,"U107062",121.53305,25.05867,"U107096",121.53114,25.0579100025
452,"U107062",121.53305,25.05867,"U107097",121.53299,25.0576500025
2,"U107062",121.53305,25.05867,"U107100",121.53142,25.0548800025
1,"U107062",121.53305,25.05867,"U107101",121.53276,25.0521500025
3,"U107062",121.53305,25.05867,"U107103",121.53295,25.0549900025
25,"U107064",121.53678,25.06503,"U107082",121.53673,25.0680700025
5,"U107064",121.53678,25.06503,"U107127",121.53702,25.0622800025
208,"U107064",121.53678,25.06503,"U107136",121.53732,25.0641900025
322,"U107065",121.53312,25.04985,"U107093",121.53312,25.0512000025
1,"U107065",121.53312,25.04985,"U107098",121.53013,25.0527700025
22,"U107065",121.53312,25.04985,"U107101",121.53276,25.0521500025
7,"U107065",121.53312,25.04985,"U107102",121.53171,25.0521500025
56,"U107067",121.53193,25.04611,"U107130",121.53075,25.0469900025
348,"U107068",121.53061,25.06269,"U107110",121.53014,25.0624500025
88,"U107070",121.52168,25.05575,"U107077",121.5229,25.0560600025
158,"U107070",121.52168,25.05575,"U107137",121.52268,25.0567600025
44,"U107071",121.53191,25.0568,"U107072",121.53021,25.0573100025
3,"U107071",121.53191,25.0568,"U107074",121.52887,25.0580800025
52,"U107071",121.53191,25.0568,"U107096",121.53114,25.0579100025
104,"U107071",121.53191,25.0568,"U107097",121.53299,25.0576500025
7,"U107071",121.53191,25.0568,"U107099",121.53032,25.0548100025
20,"U107071",121.53191,25.0568,"U107100",121.53142,25.0548800025
1,"U107071",121.53191,25.0568,"U107101",121.53276,25.0521500025
18,"U107071",121.53191,25.0568,"U107103",121.53295,25.0549900025
81,"U107072",121.53021,25.05731,"U107074",121.52887,25.0580800025
83,"U107072",121.53021,25.05731,"U107096",121.53114,25.0579100025
23,"U107072",121.53021,25.05731,"U107097",121.53299,25.0576500025
2,"U107072",121.53021,25.05731,"U107099",121.53032,25.0548100025
2,"U107072",121.53021,25.05731,"U107100",121.53142,25.0548800025
3,"U107072",121.53021,25.05731,"U107103",121.53295,25.0549900025
10,"U107074",121.52887,25.05808,"U107096",121.53114,25.0579100025
1,"U107074",121.52887,25.05808,"U107097",121.53299,25.0576500025
131,"U107077",121.5229,25.05606,"U107137",121.52268,25.0567600025
3,"U107082",121.53673,25.06807,"U107136",121.53732,25.0641900025
2,"U107083",121.53949,25.05619,"U107089",121.54012,25.0520500025
153,"U107083",121.53949,25.05619,"U107111",121.54026,25.0547300025
11,"U107083",121.53949,25.05619,"U107120",121.5401,25.0533900025
35,"U107083",121.53949,25.05619,"U107134",121.53896,25.0542700025
259,"U107085",121.52305,25.06142,"U107087",121.52439,25.0615700025
9,"U107086",121.5604,25.08303,"U108002",121.56208,25.0837800025
6,"U107086",121.5604,25.08303,"U108162",121.56154,25.0831800025
35,"U107089",121.54012,25.05205,"U107111",121.54026,25.0547300025
219,"U107089",121.54012,25.05205,"U107120",121.5401,25.0533900025
27,"U107089",121.54012,25.05205,"U107134",121.53896,25.0542700025
271,"U107091",121.54646,25.08152,"U107092",121.54708,25.0801000025
48,"U107091",121.54646,25.08152,"U107108",121.54671,25.0793400025
226,"U107092",121.54708,25.0801,"U107108",121.54671,25.0793400025
7,"U107093",121.53312,25.0512,"U107098",121.53013,25.0527700025
2,"U107093",121.53312,25.0512,"U107100",121.53142,25.0548800025
159,"U107093",121.53312,25.0512,"U107101",121.53276,25.0521500025
60,"U107093",121.53312,25.0512,"U107102",121.53171,25.0521500025
147,"U107096",121.53114,25.05791,"U107097",121.53299,25.0576500025
3,"U107096",121.53114,25.05791,"U107099",121.53032,25.0548100025
2,"U107096",121.53114,25.05791,"U107100",121.53142,25.0548800025
2,"U107096",121.53114,25.05791,"U107103",121.53295,25.0549900025
2,"U107097",121.53299,25.05765,"U107099",121.53032,25.0548100025
7,"U107097",121.53299,25.05765,"U107100",121.53142,25.0548800025
