"times","stop_id1","longitude1（經度）","latitude1（緯度）","stop_id2","longitude2","latitude2"
413,"U101038",121.54284,25.02101,"U119068",121.54175,25.0198700025
10,"U101038",121.54284,25.02101,"U119069",121.53906,25.0207400025
3,"U101038",121.54284,25.02101,"U119070",121.53583,25.0156100025
135,"U101038",121.54284,25.02101,"U119071",121.53992,25.0203600025
10,"U101038",121.54284,25.02101,"U119072",121.53868,25.0188100025
82,"U101038",121.54284,25.02101,"U119075",121.53995,25.0176100025
81,"U101038",121.54284,25.02101,"U119076",121.54195,25.0192200025
19,"U101038",121.54284,25.02101,"U119077",121.536,25.0189000025
3,"U101038",121.54284,25.02101,"U119078",121.53888,25.0170400025
5,"U101038",121.54284,25.02101,"U119079",121.53455,25.0169800025
1,"U101038",121.54284,25.02101,"U119080",121.53686,25.0153900025
2,"U101038",121.54284,25.02101,"U119082",121.53781,25.0170300025
56,"U101038",121.54284,25.02101,"U119083",121.53846,25.0196000025
73,"U101038",121.54284,25.02101,"U119084",121.54305,25.0190000025
60,"U101038",121.54284,25.02101,"U119085",121.54247,25.0185700025
30,"U101038",121.54284,25.02101,"U119086",121.53928,25.0180400025
31,"U101038",121.54284,25.02101,"U119087",121.54031,25.0169000025
445,"U101038",121.54284,25.02101,"U119088",121.54347,25.0199500025
17,"U101038",121.54284,25.02101,"U119089",121.54242,25.0179100025
5,"U101038",121.54284,25.02101,"U119090",121.53591,25.0211200025
5,"U101038",121.54284,25.02101,"U119091",121.54469,25.0181600025
1,"U101039",121.54081,25.02104,"U101040",121.53626,25.0222000025
1,"U101039",121.54081,25.02104,"U101042",121.54471,25.0172700025
11,"U101039",121.54081,25.02104,"U101093",121.544069,25.0214690025
1,"U101039",121.54081,25.02104,"U101166",121.54459,25.0246900025
5,"U101039",121.54081,25.02104,"U101181",121.53374,25.0155100025
3,"U101039",121.54081,25.02104,"U101184",121.53334,25.0174400025
2,"U101039",121.54081,25.02104,"U101190",121.54108,25.0234700025
5,"U101039",121.54081,25.02104,"U101191",121.54561,25.0205400025
375,"U101039",121.54081,25.02104,"U101209",121.54153,25.0210100025
2,"U101039",121.54081,25.02104,"U106004",121.533828,25.0150690025
2,"U101039",121.54081,25.02104,"U119044",121.53759,25.0140800025
3,"U101039",121.54081,25.02104,"U119045",121.53404,25.0183900025
2,"U101039",121.54081,25.02104,"U119046",121.53673,25.0135500025
9,"U101039",121.54081,25.02104,"U119047",121.53844,25.0176100025
1,"U101039",121.54081,25.02104,"U119048",121.53436,25.0154700025
124,"U101039",121.54081,25.02104,"U119049",121.53902,25.0193700025
58,"U101039",121.54081,25.02104,"U119050",121.5376,25.0184600025
1,"U101039",121.54081,25.02104,"U119051",121.54251,25.0161600025
116,"U101039",121.54081,25.02104,"U119052",121.54059,25.0185700025
16,"U101039",121.54081,25.02104,"U119053",121.53783,25.0210800025
146,"U101039",121.54081,25.02104,"U119054",121.5404,25.0194100025
21,"U101039",121.54081,25.02104,"U119055",121.53585,25.0179300025
4,"U101039",121.54081,25.02104,"U119056",121.53535,25.0162700025
6,"U101039",121.54081,25.02104,"U119057",121.53718,25.0166600025
6,"U101039",121.54081,25.02104,"U119058",121.53583,25.0198000025
6,"U101039",121.54081,25.02104,"U119059",121.53791,25.0159500025
5,"U101039",121.54081,25.02104,"U119060",121.53786,25.0156600025
5,"U101039",121.54081,25.02104,"U119061",121.53786,25.0151100025
2,"U101039",121.54081,25.02104,"U119063",121.53635,25.0160300025
3,"U101039",121.54081,25.02104,"U119064",121.54398,25.0175400025
1,"U101039",121.54081,25.02104,"U119065",121.53574,25.0169900025
3,"U101039",121.54081,25.02104,"U119066",121.53633,25.0215700025
789,"U101039",121.54081,25.02104,"U119067",121.54145,25.0205300025
345,"U101039",121.54081,25.02104,"U119068",121.54175,25.0198700025
35,"U101039",121.54081,25.02104,"U119069",121.53906,25.0207400025
4,"U101039",121.54081,25.02104,"U119070",121.53583,25.0156100025
203,"U101039",121.54081,25.02104,"U119071",121.53992,25.0203600025
9,"U101039",121.54081,25.02104,"U119072",121.53868,25.0188100025
4,"U101039",121.54081,25.02104,"U119074",121.53825,25.0154800025
56,"U101039",121.54081,25.02104,"U119075",121.53995,25.0176100025
76,"U101039",121.54081,25.02104,"U119076",121.54195,25.0192200025
10,"U101039",121.54081,25.02104,"U119077",121.536,25.0189000025
6,"U101039",121.54081,25.02104,"U119078",121.53888,25.0170400025
3,"U101039",121.54081,25.02104,"U119079",121.53455,25.0169800025
1,"U101039",121.54081,25.02104,"U119081",121.53909,25.0133700025
3,"U101039",121.54081,25.02104,"U119082",121.53781,25.0170300025
37,"U101039",121.54081,25.02104,"U119083",121.53846,25.0196000025
16,"U101039",121.54081,25.02104,"U119084",121.54305,25.0190000025
23,"U101039",121.54081,25.02104,"U119085",121.54247,25.0185700025
32,"U101039",121.54081,25.02104,"U119086",121.53928,25.0180400025
20,"U101039",121.54081,25.02104,"U119087",121.54031,25.0169000025
52,"U101039",121.54081,25.02104,"U119088",121.54347,25.0199500025
14,"U101039",121.54081,25.02104,"U119089",121.54242,25.0179100025
4,"U101039",121.54081,25.02104,"U119090",121.53591,25.0211200025
200,"U101040",121.53626,25.0222,"U101041",121.53474,25.0221800025
1,"U101040",121.53626,25.0222,"U101181",121.53374,25.0155100025
35,"U101040",121.53626,25.0222,"U101185",121.5341,25.0226700025
42,"U101040",121.53626,25.0222,"U101216",121.53608,25.0226800025
2,"U101040",121.53626,25.0222,"U119045",121.53404,25.0183900025
5,"U101040",121.53626,25.0222,"U119049",121.53902,25.0193700025
13,"U101040",121.53626,25.0222,"U119050",121.5376,25.0184600025
1,"U101040",121.53626,25.0222,"U119052",121.54059,25.0185700025
62,"U101040",121.53626,25.0222,"U119053",121.53783,25.0210800025
7,"U101040",121.53626,25.0222,"U119055",121.53585,25.0179300025
1,"U101040",121.53626,25.0222,"U119056",121.53535,25.0162700025
67,"U101040",121.53626,25.0222,"U119058",121.53583,25.0198000025
1,"U101040",121.53626,25.0222,"U119061",121.53786,25.0151100025
1,"U101040",121.53626,25.0222,"U119063",121.53635,25.0160300025
1,"U101040",121.53626,25.0222,"U119065",121.53574,25.0169900025
233,"U101040",121.53626,25.0222,"U119066",121.53633,25.0215700025
1,"U101040",121.53626,25.0222,"U119067",121.54145,25.0205300025
1,"U101040",121.53626,25.0222,"U119068",121.54175,25.0198700025
4,"U101040",121.53626,25.0222,"U119069",121.53906,25.0207400025
1,"U101040",121.53626,25.0222,"U119070",121.53583,25.0156100025
3,"U101040",121.53626,25.0222,"U119071",121.53992,25.0203600025
3,"U101040",121.53626,25.0222,"U119075",121.53995,25.0176100025
12,"U101040",121.53626,25.0222,"U119077",121.536,25.0189000025
2,"U101040",121.53626,25.0222,"U119079",121.53455,25.0169800025
5,"U101040",121.53626,25.0222,"U119083",121.53846,25.0196000025
1,"U101040",121.53626,25.0222,"U119085",121.54247,25.0185700025
2,"U101040",121.53626,25.0222,"U119086",121.53928,25.0180400025
322,"U101040",121.53626,25.0222,"U119090",121.53591,25.0211200025
5,"U101041",121.53474,25.02218,"U101094",121.53165,25.0219300025
1,"U101041",121.53474,25.02218,"U101181",121.53374,25.0155100025
343,"U101041",121.53474,25.02218,"U101185",121.5341,25.0226700025
158,"U101041",121.53474,25.02218,"U101216",121.53608,25.0226800025
1,"U101041",121.53474,25.02218,"U106004",121.533828,25.0150690025
4,"U101041",121.53474,25.02218,"U119045",121.53404,25.0183900025
1,"U101041",121.53474,25.02218,"U119047",121.53844,25.0176100025
10,"U101041",121.53474,25.02218,"U119049",121.53902,25.0193700025
14,"U101041",121.53474,25.02218,"U119050",121.5376,25.0184600025
86,"U101041",121.53474,25.02218,"U119053",121.53783,25.0210800025
1,"U101041",121.53474,25.02218,"U119054",121.5404,25.0194100025
4,"U101041",121.53474,25.02218,"U119055",121.53585,25.0179300025
96,"U101041",121.53474,25.02218,"U119058",121.53583,25.0198000025
1,"U101041",121.53474,25.02218,"U119059",121.53791,25.0159500025
1,"U101041",121.53474,25.02218,"U119060",121.53786,25.0156600025
1,"U101041",121.53474,25.02218,"U119061",121.53786,25.0151100025
247,"U101041",121.53474,25.02218,"U119066",121.53633,25.0215700025
1,"U101041",121.53474,25.02218,"U119067",121.54145,25.0205300025
2,"U101041",121.53474,25.02218,"U119068",121.54175,25.0198700025
7,"U101041",121.53474,25.02218,"U119069",121.53906,25.0207400025
4,"U101041",121.53474,25.02218,"U119071",121.53992,25.0203600025
3,"U101041",121.53474,25.02218,"U119072",121.53868,25.0188100025
1,"U101041",121.53474,25.02218,"U119075",121.53995,25.0176100025
12,"U101041",121.53474,25.02218,"U119077",121.536,25.0189000025
1,"U101041",121.53474,25.02218,"U119079",121.53455,25.0169800025
12,"U101041",121.53474,25.02218,"U119083",121.53846,25.0196000025
1,"U101041",121.53474,25.02218,"U119085",121.54247,25.0185700025
2,"U101041",121.53474,25.02218,"U119086",121.53928,25.0180400025
465,"U101041",121.53474,25.02218,"U119090",121.53591,25.0211200025
2,"U101042",121.54471,25.01727,"U101191",121.54561,25.0205400025
516,"U101042",121.54471,25.01727,"U101193",121.54435,25.0170500025
1,"U101042",121.54471,25.01727,"U101209",121.54153,25.0210100025
710,"U101042",121.54471,25.01727,"U119043",121.54531,25.0172900025
1,"U101042",121.54471,25.01727,"U119047",121.53844,25.0176100025
13,"U101042",121.54471,25.01727,"U119049",121.53902,25.0193700025
9,"U101042",121.54471,25.01727,"U119050",121.5376,25.0184600025
4,"U101042",121.54471,25.01727,"U119051",121.54251,25.0161600025
32,"U101042",121.54471,25.01727,"U119052",121.54059,25.0185700025
6,"U101042",121.54471,25.01727,"U119054",121.5404,25.0194100025
2,"U101042",121.54471,25.01727,"U119058",121.53583,25.0198000025
408,"U101042",121.54471,25.01727,"U119064",121.54398,25.0175400025
16,"U101042",121.54471,25.01727,"U119067",121.54145,25.0205300025
27,"U101042",121.54471,25.01727,"U119068",121.54175,25.0198700025
3,"U101042",121.54471,25.01727,"U119069",121.53906,25.0207400025
9,"U101042",121.54471,25.01727,"U119071",121.53992,25.0203600025
3,"U101042",121.54471,25.01727,"U119072",121.53868,25.0188100025
9,"U101042",121.54471,25.01727,"U119075",121.53995,25.0176100025
42,"U101042",121.54471,25.01727,"U119076",121.54195,25.0192200025
3,"U101042",121.54471,25.01727,"U119077",121.536,25.0189000025
6,"U101042",121.54471,25.01727,"U119083",121.53846,25.0196000025
40,"U101042",121.54471,25.01727,"U119084",121.54305,25.0190000025
109,"U101042",121.54471,25.01727,"U119085",121.54247,25.0185700025
2,"U101042",121.54471,25.01727,"U119086",121.53928,25.0180400025
11,"U101042",121.54471,25.01727,"U119087",121.54031,25.0169000025
28,"U101042",121.54471,25.01727,"U119088",121.54347,25.0199500025
72,"U101042",121.54471,25.01727,"U119089",121.54242,25.0179100025
1,"U101042",121.54471,25.01727,"U119090",121.53591,25.0211200025
72,"U101042",121.54471,25.01727,"U119091",121.54469,25.0181600025
162,"U101091",121.546622,25.022864,"U101092",121.54704,25.0216410025
6,"U101091",121.546622,25.022864,"U101093",121.544069,25.0214690025
18,"U101091",121.546622,25.022864,"U101122",121.54899,25.0237000025
224,"U101091",121.546622,25.022864,"U101123",121.54839,25.0221500025
4,"U101091",121.546622,25.022864,"U101189",121.54853,25.0203900025
25,"U101091",121.546622,25.022864,"U101191",121.54561,25.0205400025
8,"U101091",121.546622,25.022864,"U101192",121.54908,25.0244400025
2,"U101091",121.546622,25.022864,"U119088",121.54347,25.0199500025
13,"U101092",121.54704,25.021641,"U101093",121.544069,25.0214690025
11,"U101092",121.54704,25.021641,"U101122",121.54899,25.0237000025
236,"U101092",121.54704,25.021641,"U101123",121.54839,25.0221500025
13,"U101092",121.54704,25.021641,"U101189",121.54853,25.0203900025
102,"U101092",121.54704,25.021641,"U101191",121.54561,25.0205400025
4,"U101092",121.54704,25.021641,"U101192",121.54908,25.0244400025
1,"U101092",121.54704,25.021641,"U101209",121.54153,25.0210100025
2,"U101092",121.54704,25.021641,"U119088",121.54347,25.0199500025
2,"U101093",121.544069,25.021469,"U101123",121.54839,25.0221500025
1,"U101093",121.544069,25.021469,"U101166",121.54459,25.0246900025
2,"U101093",121.544069,25.021469,"U101190",121.54108,25.0234700025
253,"U101093",121.544069,25.021469,"U101191",121.54561,25.0205400025
31,"U101093",121.544069,25.021469,"U101209",121.54153,25.0210100025
4,"U101093",121.544069,25.021469,"U119049",121.53902,25.0193700025
2,"U101093",121.544069,25.021469,"U119050",121.5376,25.0184600025
4,"U101093",121.544069,25.021469,"U119052",121.54059,25.0185700025
3,"U101093",121.544069,25.021469,"U119054",121.5404,25.0194100025
40,"U101093",121.544069,25.021469,"U119067",121.54145,25.0205300025
19,"U101093",121.544069,25.021469,"U119068",121.54175,25.0198700025
6,"U101093",121.544069,25.021469,"U119071",121.53992,25.0203600025
2,"U101093",121.544069,25.021469,"U119075",121.53995,25.0176100025
3,"U101093",121.544069,25.021469,"U119076",121.54195,25.0192200025
1,"U101093",121.544069,25.021469,"U119083",121.53846,25.0196000025
7,"U101093",121.544069,25.021469,"U119084",121.54305,25.0190000025
1,"U101093",121.544069,25.021469,"U119085",121.54247,25.0185700025
1,"U101093",121.544069,25.021469,"U119086",121.53928,25.0180400025
44,"U101093",121.544069,25.021469,"U119088",121.54347,25.0199500025
1,"U101094",121.53165,25.02193,"U101184",121.53334,25.0174400025
1,"U101094",121.53165,25.02193,"U101185",121.5341,25.0226700025
1,"U101094",121.53165,25.02193,"U119045",121.53404,25.0183900025
1,"U101094",121.53165,25.02193,"U119066",121.53633,25.0215700025
2,"U101094",121.53165,25.02193,"U119090",121.53591,25.0211200025
67,"U101098",121.55037,25.01623,"U101188",121.54904,25.0172700025
75,"U101102",121.55551,25.02705,"U101126",121.55721,25.0293100024
164,"U101102",121.55551,25.02705,"U101218",121.55592,25.0283200024
200,"U101102",121.55551,25.02705,"U112003",121.55671,25.0281100024
59,"U101102",121.55551,25.02705,"U112052",121.55766,25.0296900024
12,"U101102",121.55551,25.02705,"U112055",121.55764,25.0300500024
37,"U101103",121.55325,25.02694,"U112002",121.55409,25.0256100025
746,"U101104",121.52942,25.02021,"U101207",121.52855,25.0205500025
304,"U101104",121.52942,25.02021,"U106007",121.529,25.0197000025
173,"U101104",121.52942,25.02021,"U106011",121.52771,25.0207500025
86,"U101104",121.52942,25.02021,"U106012",121.52751,25.0210200025
1920,"U101107",121.52971,25.02638,"U101109",121.52973,25.0266000025
1056,"U101110",121.52217,25.0276,"U101111",121.52293,25.0271500025
575,"U101110",121.52217,25.0276,"U106005",121.52224,25.0269400025
130,"U101110",121.52217,25.0276,"U106006",121.52346,25.0255000025
347,"U101110",121.52217,25.0276,"U106015",121.52164,25.0270100025
402,"U101110",121.52217,25.0276,"U106016",121.52155,25.0280500025
413,"U101110",121.52217,25.0276,"U106017",121.52081,25.0269800025
48,"U101110",121.52217,25.0276,"U106020",121.52058,25.0292300025
511,"U101111",121.52293,25.02715,"U106005",121.52224,25.0269400025
472,"U101111",121.52293,25.02715,"U106006",121.52346,25.0255000025
276,"U101111",121.52293,25.02715,"U106015",121.52164,25.0270100025
174,"U101111",121.52293,25.02715,"U106016",121.52155,25.0280500025
197,"U101111",121.52293,25.02715,"U106017",121.52081,25.0269800025
17,"U101111",121.52293,25.02715,"U106020",121.52058,25.0292300025
866,"U101114",121.53515,25.02657,"U101199",121.53454,25.0259800025
886,"U101115",121.53738,25.02606,"U101175",121.5377,25.0257500025
967,"U101117",121.52815,25.03383,"U101179",121.52962,25.0336300025
188,"U101117",121.52815,25.03383,"U106066",121.53041,25.0337700025
523,"U101117",121.52815,25.03383,"U106075",121.52721,25.0344300025
463,"U101118",121.5245,25.03519,"U106048",121.5241,25.0357000025
138,"U101122",121.54899,25.0237,"U101123",121.54839,25.0221500025
3,"U101122",121.54899,25.0237,"U101189",121.54853,25.0203900025
2,"U101122",121.54899,25.0237,"U101191",121.54561,25.0205400025
306,"U101122",121.54899,25.0237,"U101192",121.54908,25.0244400025
136,"U101123",121.54839,25.02215,"U101189",121.54853,25.0203900025
24,"U101123",121.54839,25.02215,"U101191",121.54561,25.0205400025
46,"U101123",121.54839,25.02215,"U101192",121.54908,25.0244400025
235,"U101124",121.54988,25.02721,"U101165",121.55132,25.0277000025
150,"U101124",121.54988,25.02721,"U101173",121.54904,25.0287000025
230,"U101124",121.54988,25.02721,"U101203",121.54902,25.0270900025
92,"U101124",121.54988,25.02721,"U101205",121.54864,25.0282100025
13,"U101124",121.54988,25.02721,"U101210",121.54893,25.0300200025
218,"U101126",121.55721,25.02931,"U101218",121.55592,25.0283200024
130,"U101126",121.55721,25.02931,"U112003",121.55671,25.0281100024
357,"U101126",121.55721,25.02931,"U112052",121.55766,25.0296900024
278,"U101126",121.55721,25.02931,"U112055",121.55764,25.0300500024
328,"U101127",121.53833,25.04177,"U101182",121.53653,25.0419600025
420,"U101127",121.53833,25.04177,"U101183",121.54027,25.0417600025
389,"U101128",121.53299,25.04003,"U101149",121.53295,25.0409100025
68,"U101128",121.53299,25.04003,"U101150",121.53324,25.0423900025
102,"U101128",121.53299,25.04003,"U101152",121.53376,25.0418900025
113,"U101128",121.53299,25.04003,"U106069",121.53222,25.0423500025
23,"U101128",121.53299,25.04003,"U106102",121.53207,25.0427200025
295,"U101128",121.53299,25.04003,"U106103",121.53273,25.0411300025
100,"U101134",121.5439,25.0332,"U101135",121.54141,25.0335800025
228,"U101134",121.5439,25.0332,"U101151",121.54339,25.0312600025
49,"U101134",121.5439,25.0332,"U101157",121.5451,25.0356900025
403,"U101134",121.5439,25.0332,"U101186",121.54376,25.0347900025
29,"U101134",121.5439,25.0332,"U101201",121.53968,25.0333300025
1291,"U101134",121.5439,25.0332,"U101206",121.5425,25.0332800025
1352,"U101134",121.5439,25.0332,"U101217",121.54372,25.0330300025
11,"U101135",121.54141,25.03358,"U101151",121.54339,25.0312600025
2,"U101135",121.54141,25.03358,"U101157",121.5451,25.0356900025
22,"U101135",121.54141,25.03358,"U101186",121.54376,25.0347900025
374,"U101135",121.54141,25.03358,"U101201",121.53968,25.0333300025
474,"U101135",121.54141,25.03358,"U101206",121.5425,25.0332800025
74,"U101135",121.54141,25.03358,"U101217",121.54372,25.0330300025
620,"U101137",121.54825,25.04092,"U101161",121.54937,25.0415900025
256,"U101138",121.55285,25.03754,"U101140",121.55166,25.0370600025
12,"U101138",121.55285,25.03754,"U101171",121.55564,25.0374800025
48,"U101138",121.55285,25.03754,"U101194",121.55009,25.0376200025
12,"U101138",121.55285,25.03754,"U101202",121.54936,25.0371500025
4,"U101138",121.55285,25.03754,"U101204",121.54839,25.0371000025
30,"U101138",121.55285,25.03754,"U101222",121.55466,25.0379500025
441,"U101139",121.54977,25.03333,"U101141",121.55171,25.0330400025
30,"U101139",121.54977,25.03333,"U101169",121.55378,25.0330500025
94,"U101139",121.54977,25.03333,"U101172",121.55265,25.0333100025
38,"U101139",121.54977,25.03333,"U101208",121.55164,25.0345900025
1,"U101140",121.55166,25.03706,"U101158",121.54767,25.0347300025
1,"U101140",121.55166,25.03706,"U101171",121.55564,25.0374800025
1,"U101140",121.55166,25.03706,"U101180",121.54709,25.0360900025
188,"U101140",121.55166,25.03706,"U101194",121.55009,25.0376200025
47,"U101140",121.55166,25.03706,"U101202",121.54936,25.0371500025
12,"U101140",121.55166,25.03706,"U101204",121.54839,25.0371000025
5,"U101140",121.55166,25.03706,"U101214",121.54802,25.0382700025
1,"U101140",121.55166,25.03706,"U101222",121.55466,25.0379500025
191,"U101141",121.55171,25.03304,"U101169",121.55378,25.0330500025
576,"U101141",121.55171,25.03304,"U101172",121.55265,25.0333100025
133,"U101141",121.55171,25.03304,"U101208",121.55164,25.0345900025
66,"U101142",121.53665,25.04463,"U107058",121.53508,25.0457300025
295,"U101142",121.53665,25.04463,"U107123",121.53661,25.0447800025
70,"U101145",121.55725,25.03318,"U101146",121.5561,25.0351300024
458,"U101145",121.55725,25.03318,"U112021",121.55756,25.0328100024
458,"U101145",121.55725,25.03318,"U112022",121.5576,25.0345200024
1,"U101145",121.55725,25.03318,"U112036",121.56333,25.0333800024
365,"U101145",121.55725,25.03318,"U112075",121.55873,25.0332100024
5,"U101145",121.55725,25.03318,"U112076",121.56157,25.0327000024
14,"U101145",121.55725,25.03318,"U112083",121.55974,25.0321400024
22,"U101146",121.5561,25.03513,"U112021",121.55756,25.0328100024
304,"U101146",121.5561,25.03513,"U112022",121.5576,25.0345200024
34,"U101146",121.5561,25.03513,"U112075",121.55873,25.0332100024
1,"U101146",121.5561,25.03513,"U112083",121.55974,25.0321400024
167,"U101149",121.53295,25.04091,"U101150",121.53324,25.0423900025
226,"U101149",121.53295,25.04091,"U101152",121.53376,25.0418900025
162,"U101149",121.53295,25.04091,"U106069",121.53222,25.0423500025
42,"U101149",121.53295,25.04091,"U106102",121.53207,25.0427200025
111,"U101149",121.53295,25.04091,"U106103",121.53273,25.0411300025
398,"U101150",121.53324,25.04239,"U101152",121.53376,25.0418900025
351,"U101150",121.53324,25.04239,"U106069",121.53222,25.0423500025
293,"U101150",121.53324,25.04239,"U106102",121.53207,25.0427200025
99,"U101150",121.53324,25.04239,"U106103",121.53273,25.0411300025
6,"U101151",121.54339,25.03126,"U101157",121.5451,25.0356900025
42,"U101151",121.54339,25.03126,"U101186",121.54376,25.0347900025
4,"U101151",121.54339,25.03126,"U101201",121.53968,25.0333300025
145,"U101151",121.54339,25.03126,"U101206",121.5425,25.0332800025
467,"U101151",121.54339,25.03126,"U101217",121.54372,25.0330300025
294,"U101152",121.53376,25.04189,"U106069",121.53222,25.0423500025
131,"U101152",121.53376,25.04189,"U106102",121.53207,25.0427200025
83,"U101152",121.53376,25.04189,"U106103",121.53273,25.0411300025
479,"U101153",121.54612,25.04201,"U101159",121.54443,25.0426200025
42,"U101153",121.54612,25.04201,"U101177",121.54313,25.0431100025
250,"U101153",121.54612,25.04201,"U101197",121.54541,25.0417200025
7,"U101153",121.54612,25.04201,"U101198",121.54401,25.0447200025
4,"U101153",121.54612,25.04201,"U107012",121.54375,25.0458500025
220,"U101154",121.5486,25.04405,"U101196",121.54944,25.0446400025
90,"U101154",121.5486,25.04405,"U110027",121.54992,25.0448800025
1300,"U101155",121.5364,25.03336,"U101156",121.53746,25.0328000025
226,"U101157",121.5451,25.03569,"U101186",121.54376,25.0347900025
8,"U101157",121.5451,25.03569,"U101206",121.5425,25.0332800025
26,"U101157",121.5451,25.03569,"U101217",121.54372,25.0330300025
176,"U101158",121.54767,25.03473,"U101180",121.54709,25.0360900025
4,"U101158",121.54767,25.03473,"U101194",121.55009,25.0376200025
8,"U101158",121.54767,25.03473,"U101202",121.54936,25.0371500025
32,"U101158",121.54767,25.03473,"U101204",121.54839,25.0371000025
7,"U101158",121.54767,25.03473,"U101214",121.54802,25.0382700025
222,"U101159",121.54443,25.04262,"U101177",121.54313,25.0431100025
162,"U101159",121.54443,25.04262,"U101197",121.54541,25.0417200025
34,"U101159",121.54443,25.04262,"U101198",121.54401,25.0447200025
17,"U101159",121.54443,25.04262,"U107012",121.54375,25.0458500025
66,"U101160",121.5524,25.04153,"U101221",121.55393,25.0413200025
27,"U101165",121.55132,25.0277,"U101173",121.54904,25.0287000025
45,"U101165",121.55132,25.0277,"U101203",121.54902,25.0270900025
18,"U101165",121.55132,25.0277,"U101205",121.54864,25.0282100025
2,"U101165",121.55132,25.0277,"U101210",121.54893,25.0300200025
9,"U101166",121.54459,25.02469,"U101190",121.54108,25.0234700025
5,"U101166",121.54459,25.02469,"U101209",121.54153,25.0210100025
1,"U101166",121.54459,25.02469,"U119049",121.53902,25.0193700025
1,"U101166",121.54459,25.02469,"U119054",121.5404,25.0194100025
6,"U101166",121.54459,25.02469,"U119067",121.54145,25.0205300025
2,"U101166",121.54459,25.02469,"U119068",121.54175,25.0198700025
1,"U101166",121.54459,25.02469,"U119071",121.53992,25.0203600025
1,"U101166",121.54459,25.02469,"U119083",121.53846,25.0196000025
1,"U101166",121.54459,25.02469,"U119085",121.54247,25.0185700025
1,"U101166",121.54459,25.02469,"U119088",121.54347,25.0199500025
616,"U101167",121.55745,25.04122,"U101212",121.55657,25.0420500025
1056,"U101169",121.55378,25.03305,"U101172",121.55265,25.0333100025
46,"U101169",121.55378,25.03305,"U101208",121.55164,25.0345900025
43,"U101171",121.55564,25.03748,"U101222",121.55466,25.0379500025
263,"U101172",121.55265,25.03331,"U101208",121.55164,25.0345900025
308,"U101173",121.54904,25.0287,"U101203",121.54902,25.0270900025
452,"U101173",121.54904,25.0287,"U101205",121.54864,25.0282100025
429,"U101173",121.54904,25.0287,"U101210",121.54893,25.0300200025
14,"U101177",121.54313,25.04311,"U101197",121.54541,25.0417200025
138,"U101177",121.54313,25.04311,"U101198",121.54401,25.0447200025
47,"U101177",121.54313,25.04311,"U107012",121.54375,25.0458500025
1211,"U101179",121.52962,25.03363,"U106066",121.53041,25.0337700025
163,"U101179",121.52962,25.03363,"U106075",121.52721,25.0344300025
13,"U101180",121.54709,25.03609,"U101194",121.55009,25.0376200025
38,"U101180",121.54709,25.03609,"U101202",121.54936,25.0371500025
197,"U101180",121.54709,25.03609,"U101204",121.54839,25.0371000025
47,"U101180",121.54709,25.03609,"U101214",121.54802,25.0382700025
95,"U101181",121.53374,25.01551,"U101184",121.53334,25.0174400025
8,"U101181",121.53374,25.01551,"U101209",121.54153,25.0210100025
6,"U101181",121.53374,25.01551,"U105066",121.53637,25.0107600025
3,"U101181",121.53374,25.01551,"U106001",121.53068,25.0137410025
70,"U101181",121.53374,25.01551,"U106002",121.531908,25.0146970025
1203,"U101181",121.53374,25.01551,"U106003",121.534374,25.0145290025
1249,"U101181",121.53374,25.01551,"U106004",121.533828,25.0150690025
1,"U101181",121.53374,25.01551,"U106090",121.53004,25.0132800025
5,"U101181",121.53374,25.01551,"U119005",121.53044,25.0149300025
1,"U101181",121.53374,25.01551,"U119006",121.52917,25.0146600025
2,"U101181",121.53374,25.01551,"U119007",121.52997,25.0141100025
1,"U101181",121.53374,25.01551,"U119008",121.52895,25.0139100025
3,"U101181",121.53374,25.01551,"U119009",121.53009,25.0152500025
57,"U101181",121.53374,25.01551,"U119044",121.53759,25.0140800025
137,"U101181",121.53374,25.01551,"U119045",121.53404,25.0183900025
85,"U101181",121.53374,25.01551,"U119046",121.53673,25.0135500025
28,"U101181",121.53374,25.01551,"U119047",121.53844,25.0176100025
1673,"U101181",121.53374,25.01551,"U119048",121.53436,25.0154700025
72,"U101181",121.53374,25.01551,"U119049",121.53902,25.0193700025
165,"U101181",121.53374,25.01551,"U119050",121.5376,25.0184600025
27,"U101181",121.53374,25.01551,"U119052",121.54059,25.0185700025
7,"U101181",121.53374,25.01551,"U119053",121.53783,25.0210800025
13,"U101181",121.53374,25.01551,"U119054",121.5404,25.0194100025
324,"U101181",121.53374,25.01551,"U119055",121.53585,25.0179300025
318,"U101181",121.53374,25.01551,"U119056",121.53535,25.0162700025
128,"U101181",121.53374,25.01551,"U119057",121.53718,25.0166600025
21,"U101181",121.53374,25.01551,"U119058",121.53583,25.0198000025
52,"U101181",121.53374,25.01551,"U119059",121.53791,25.0159500025
93,"U101181",121.53374,25.01551,"U119060",121.53786,25.0156600025
89,"U101181",121.53374,25.01551,"U119061",121.53786,25.0151100025
7,"U101181",121.53374,25.01551,"U119062",121.53798,25.0134500025
138,"U101181",121.53374,25.01551,"U119063",121.53635,25.0160300025
130,"U101181",121.53374,25.01551,"U119065",121.53574,25.0169900025
3,"U101181",121.53374,25.01551,"U119066",121.53633,25.0215700025
16,"U101181",121.53374,25.01551,"U119067",121.54145,25.0205300025
15,"U101181",121.53374,25.01551,"U119068",121.54175,25.0198700025
12,"U101181",121.53374,25.01551,"U119069",121.53906,25.0207400025
